geoid,2018, total_count, total_count (/10K pop), total_Case fatality rate, total_deaths, total_deaths (/10K pop)
17069,0,75,187.08,0.0,0,0.0
17071,0,527,765.54,0.0,0,0.0
17073,1,5217,1054.71,0.44,23,4.65
17075,1,8350,2964.25,2.99,250,88.75
17077,2,17822,3043.84,5.26,937,160.03
17079,1,3473,3618.46,13.62,473,492.81
17081,1,7396,1937.7,14.79,1094,286.62
17083,1,1776,804.75,4.0,71,32.17
17085,0,2193,1004.4,1.46,32,14.66
17087,0,808,641.17,0.0,0,0.0
17089,2,394675,7434.93,3.16,12490,235.29
17091,1,74543,6711.9,5.03,3748,337.47
17093,2,52635,4223.44,2.67,1403,112.58
17095,1,6740,1321.59,0.0,0,0.0
17097,2,562788,7998.48,3.8,21399,304.13
17099,1,10657,965.3,7.51,800,72.46
17101,1,343,211.87,0.0,0,0.0
17103,1,5489,1589.77,1.18,65,18.83
17105,1,2613,719.36,4.63,121,33.31
17107,1,798,273.22,0.0,0,0.0
17109,0,5340,1729.55,11.24,600,194.33
17111,2,108320,3519.29,4.82,5225,169.76
17113,2,15502,894.94,4.67,724,41.8
17115,1,13748,1290.75,10.02,1378,129.38
17117,1,3362,735.36,3.48,117,25.59
17119,1,45746,1721.91,8.14,3722,140.1
17121,1,3873,1016.96,0.0,0,0.0
17123,1,428,362.9,0.0,0,0.0
17125,1,1271,922.49,0.0,0,0.0
17127,1,548,379.76,0.0,0,0.0
17129,1,1380,1115.87,0.0,0,0.0
17131,1,1163,741.09,0.0,0,0.0
17133,1,7725,2276.34,11.6,896,264.03
17135,1,2885,994.52,0.1,3,1.03
17137,1,4647,1349.85,2.93,136,39.51
17139,1,808,549.55,0.0,0,0.0
17141,1,14824,2888.09,1.52,226,44.03
17143,2,19665,1066.07,4.77,938,50.85
17145,1,2813,1315.47,0.21,6,2.81
17147,1,939,571.62,0.0,0,0.0
17149,1,118,74.9,0.0,0,0.0
17151,0,58,136.5,0.0,0,0.0
17153,4,3488,6216.36,0.0,0,0.0
17155,1,52,90.5,0.0,0,0.0
17157,1,18262,5611.14,1.69,308,94.64
17159,1,271,170.64,0.0,0,0.0
17161,1,50495,3475.82,3.29,1659,114.2
17163,4,92165,3498.21,7.23,6660,252.79
17165,1,513,211.71,0.0,0,0.0
17167,1,24416,1235.25,8.17,1996,100.98
17169,0,685,969.71,0.0,0,0.0
17171,1,2,3.96,0.0,0,0.0
17173,1,1088,498.35,6.16,67,30.69
17175,1,182,330.91,0.0,0,0.0
17177,1,12681,2791.14,1.5,190,41.82
17179,1,6113,456.7,6.66,407,30.41
17181,0,9193,5367.55,7.41,681,397.62
17183,1,2899,369.74,2.93,85,10.84
17185,1,601,519.31,0.0,0,0.0
17187,1,8023,4627.41,0.0,0,0.0
17189,1,1307,923.35,0.0,0,0.0
17191,1,582,353.01,8.93,52,31.54
17193,1,182,129.77,0.0,0,0.0
17195,1,10466,1855.81,8.01,838,148.59
17197,2,388235,5637.24,5.09,19749,286.76
17199,1,5079,754.69,2.82,143,21.25
17201,1,141974,4961.11,3.0,4255,148.69
17203,1,1789,460.88,6.76,121,31.17
18001,1,1582,449.5,6.45,102,28.98
18003,1,116438,3146.84,5.23,6095,164.72
18005,1,35349,4316.49,7.57,2676,326.77
18007,1,2012,2321.45,0.0,0,0.0
18009,1,1779,1466.73,6.75,120,98.94
18011,2,25470,3959.83,10.91,2778,431.9
18013,0,2447,1627.64,3.64,89,59.2
18015,1,5983,2992.4,2.41,144,72.02
18017,1,108380,28458.15,0.51,551,144.68
18019,1,37457,3237.37,8.23,3084,266.55
18021,1,3261,1241.43,4.6,150,57.1
18023,1,13809,4275.1,1.31,181,56.04
18025,1,2000,1890.18,4.2,84,79.39
18027,1,7007,2127.39,18.04,1264,383.76
18029,1,12997,2625.6,10.91,1418,286.46
18031,1,20098,7569.3,13.48,2710,1020.64
18033,1,5009,1172.96,4.27,214,50.11
18035,1,25226,2181.88,9.72,2453,212.17
18037,1,11902,2805.88,1.75,208,49.04
18039,1,105942,5203.34,1.97,2090,102.65
18041,1,7475,3213.81,6.42,480,206.37
18043,1,23565,3068.0,11.64,2742,356.99
18045,1,1505,912.9,11.56,174,105.54
18047,1,10123,4431.75,7.69,778,340.6
18049,1,3451,1707.4,1.91,66,32.65
18051,1,1438,428.03,6.12,88,26.19
18053,1,19530,2917.36,8.5,1661,248.12
18055,1,11843,3667.13,14.97,1773,549.0
18057,2,92913,2939.4,7.66,7115,225.09
18059,1,26071,3531.22,7.55,1968,266.56
18061,1,14366,3617.55,9.86,1416,356.57
18063,2,88382,5491.61,7.17,6335,393.62
18065,1,11495,2370.93,5.39,620,127.88
18067,1,27993,3397.74,8.16,2284,277.23
18069,1,2612,718.02,6.43,168,46.18
18071,1,26176,5957.49,0.64,168,38.24
18073,1,5192,1552.21,2.2,114,34.08
18075,1,3410,1624.35,0.0,0,0.0
18077,1,3557,1103.39,1.49,53,16.44
18079,1,10399,3750.5,5.22,543,195.84
18081,1,81530,5379.25,9.96,8122,535.88
18083,1,2653,709.19,0.0,0,0.0
18085,1,14313,1816.23,1.41,202,25.63
18087,1,12364,3174.98,1.77,219,56.24
18089,4,264210,5426.94,5.37,14188,291.43
18091,1,30122,2724.69,4.69,1412,127.72
18093,1,12698,2783.49,13.56,1722,377.47
18095,1,46184,3566.19,11.82,5460,421.61
18097,2,726918,7696.14,6.11,44392,469.99
18099,1,12665,2718.1,1.05,133,28.54
18101,1,986,965.72,0.0,0,0.0
18103,1,10721,2986.27,0.74,79,22.0
18105,2,14411,991.11,8.18,1179,81.08
18107,1,15160,3960.71,6.39,969,253.16
18109,1,20980,3008.88,8.11,1701,243.95
18111,1,5932,4231.7,13.35,792,564.99
18113,1,17676,3725.11,8.98,1588,334.66
18115,1,833,1414.98,0.0,0,0.0
18117,1,9097,4653.91,17.15,1560,798.08
18119,1,2834,1357.41,3.03,86,41.19
18121,1,1659,976.11,0.0,0,0.0
18123,1,4336,2265.29,3.6,156,81.5
18125,1,359,289.26,0.0,0,0.0
18127,1,37636,2239.69,4.77,1795,106.82
18129,1,1471,574.86,0.0,0,0.0
18131,1,3088,2439.18,0.94,29,22.91
18133,1,10129,2696.82,5.21,528,140.58
18135,1,4837,1928.94,4.82,233,92.92
18137,1,9465,3329.82,5.31,503,176.96
18139,1,4610,2759.82,4.06,187,111.95
18141,1,94263,3501.08,3.49,3291,122.23
18143,1,8376,3527.78,3.75,314,132.25
18145,1,35794,8061.89,5.9,2111,475.46
18147,1,1508,734.68,4.24,64,31.18
18149,1,3097,1349.98,6.81,211,91.98
18151,1,6032,1749.72,2.4,145,42.06
18153,1,2452,1179.3,1.88,46,22.12
18155,1,1735,1632.48,0.0,0,0.0
18157,2,28328,1496.51,1.25,353,18.65
18159,1,2015,1324.09,5.91,119,78.2
18161,1,1649,2305.33,0.0,0,0.0
18163,1,20709,1142.17,1.2,248,13.68
18165,1,845,543.06,0.0,0,0.0
18167,1,11747,1090.79,5.69,668,62.03
18169,1,5622,1777.37,2.44,137,43.31
18171,1,1067,1293.8,9.0,96,116.41
18173,1,12000,1937.73,15.99,1919,309.88
18175,1,4366,1568.98,1.37,60,21.56
18177,1,15260,2290.84,2.55,389,58.4
18179,1,2747,982.93,0.51,14,5.01
18181,1,13960,5764.55,3.23,451,186.23
18183,1,3470,1031.23,5.68,197,58.55
19001,1,598,839.42,0.0,0,0.0
19003,1,318,853.46,0.0,0,0.0
19005,1,8750,6304.03,3.68,322,231.99
19007,1,909,726.62,25.41,231,184.65
19009,1,828,1468.87,6.52,54,95.8
19011,1,3433,1339.66,2.59,89,34.73
19013,1,121628,9144.34,2.34,2841,213.59
19015,1,5020,1901.59,0.4,20,7.58
19017,1,5176,2088.61,7.42,384,154.95
19019,1,2378,1125.68,1.26,30,14.2
19021,2,56394,27835.14,0.45,252,124.38
19023,1,1494,1013.91,4.15,62,42.08
19025,1,901,921.27,1.22,11,11.25
19027,1,2031,998.33,1.53,31,15.24
19029,1,668,506.41,0.0,0,0.0
19031,1,4020,2179.45,1.47,59,31.99
19033,1,3113,724.22,1.45,45,10.47
19035,1,2363,2060.52,0.13,3,2.62
19037,1,917,757.91,0.0,0,0.0
19039,1,3980,4287.87,1.16,46,49.56
19041,1,3105,1903.39,0.0,0,0.0
19043,1,2256,1276.6,8.64,195,110.34
19045,1,5387,1140.88,1.3,70,14.82
19047,3,30723,17933.11,0.42,130,75.88
19049,2,61431,7313.04,2.01,1236,147.14
19051,1,1526,1717.5,1.77,27,30.39
19053,1,224,278.47,0.0,0,0.0
19055,1,1456,843.67,3.02,44,25.5
19057,1,4064,1026.26,2.51,102,25.76
19059,0,5654,3314.96,0.6,34,19.93
19061,1,23906,2469.58,4.63,1107,114.36
19063,1,1816,1901.37,0.0,0,0.0
19065,1,2012,1009.58,0.0,0,0.0
19067,1,1539,970.49,4.29,66,41.62
19069,1,2032,1983.41,0.0,0,0.0
19071,1,242,347.3,0.0,0,0.0
19073,1,1178,1308.45,0.0,0,0.0
19075,1,1514,1226.8,0.0,0,0.0
19077,1,3272,3065.39,5.23,171,160.2
19079,1,5082,3363.34,0.12,6,3.97
19081,1,1453,1334.5,0.0,0,0.0
19083,1,2059,1202.2,0.0,0,0.0
19085,1,2330,1647.46,0.0,0,0.0
19087,1,4803,2410.42,2.96,142,71.26
19089,1,987,1065.41,0.0,0,0.0
19091,1,1509,1577.46,2.25,34,35.54
19093,1,803,1161.08,0.0,0,0.0
19095,1,2508,1547.48,0.0,0,0.0
19097,1,981,505.8,0.0,0,0.0
19099,1,18441,4998.78,4.91,906,245.59
19101,1,2049,1133.48,0.0,0,0.0
19103,2,53289,3625.08,1.08,573,38.98
19105,1,2886,1403.15,0.0,0,0.0
19107,1,937,918.63,2.03,19,18.63
19109,1,948,628.86,0.0,0,0.0
19111,1,2025,586.26,1.48,30,8.69
19113,1,73882,3326.21,7.29,5383,242.35
19115,1,25806,22993.85,2.3,593,528.38
19117,1,966,1123.65,9.83,95,110.5
19119,1,1772,1505.65,0.0,0,0.0
19121,1,1739,1094.4,6.96,121,76.15
19123,1,5175,2330.24,11.73,607,273.32
19125,1,2346,706.48,0.0,0,0.0
19127,1,60851,15110.38,1.36,829,205.86
19129,1,1278,854.45,0.0,0,0.0
19131,1,580,545.57,0.0,0,0.0
19133,1,2390,2717.14,0.0,0,0.0
19135,1,2157,2743.23,11.64,251,319.22
19137,1,490,482.52,12.65,62,61.05
19139,1,40123,9341.79,6.15,2469,574.85
19141,1,2962,2129.25,0.88,26,18.69
19143,1,2439,3988.55,0.0,0,0.0
19145,1,1017,661.98,0.0,0,0.0
19147,1,695,767.53,0.0,0,0.0
19149,1,10219,4081.23,1.3,133,53.12
19151,1,1554,2252.83,0.97,15,21.75
19153,2,280341,5910.95,2.96,8301,175.03
19155,1,23069,2467.19,2.13,492,52.62
19157,1,6403,3441.55,8.09,518,278.42
19159,1,361,724.32,0.0,0,0.0
19161,1,1681,1703.49,0.0,0,0.0
19163,1,29624,1719.45,2.25,667,38.71
19165,1,3254,2782.62,0.0,0,0.0
19167,1,17117,4915.15,0.0,0,0.0
19169,2,15944,1645.03,0.72,114,11.76
19171,1,29631,17291.67,5.49,1626,948.88
19173,1,2921,4710.53,0.0,0,0.0
19175,1,627,503.49,0.0,0,0.0
19177,1,921,1275.09,0.0,0,0.0
19179,1,33479,9480.11,2.71,908,257.11
19181,1,9639,1952.76,0.46,44,8.91
19183,1,15341,6928.15,4.3,659,297.61
19185,1,201,313.43,0.0,0,0.0
19187,1,4461,1213.65,1.3,58,15.78
19189,1,789,746.38,0.0,0,0.0
19191,1,1749,857.31,0.0,0,0.0
19193,1,170323,16633.43,1.11,1895,185.06
19195,1,334,445.99,0.0,0,0.0
19197,1,11882,9279.91,0.03,3,2.34
20001,1,54,42.76,0.0,0,0.0
20003,1,101,128.63,0.0,0,0.0
20005,1,1512,924.04,0.0,0,0.0
20007,1,91,192.27,0.0,0,0.0
20009,1,2765,1032.06,3.25,90,33.59
20011,1,804,546.86,11.07,89,60.54
20013,1,426,440.81,0.0,0,0.0
20015,1,2681,403.35,0.0,0,0.0
20017,1,237,896.03,0.0,0,0.0
20019,0,349,1036.53,0.0,0,0.0
20021,1,1093,537.6,0.0,0,0.0
20023,0,133,496.82,0.0,0,0.0
20025,1,1776,8650.75,0.0,0,0.0
20027,1,424,520.76,20.52,87,106.85
20029,1,491,541.94,0.0,0,0.0
20031,1,4530,5460.46,14.08,638,769.05
20033,0,81,455.06,0.0,0,0.0
20035,1,1676,470.91,5.19,87,24.44
20037,1,4656,1190.55,2.08,97,24.8
20039,0,0,0.0,0.0,0,0.0
20041,1,318,167.33,0.0,0,0.0
20043,1,1080,1396.07,0.0,0,0.0
20045,2,6859,574.85,0.0,0,0.0
20047,1,343,1172.65,0.0,0,0.0
20049,0,9,35.13,0.0,0,0.0
20051,2,932,322.74,0.0,0,0.0
20053,0,149,236.77,0.0,0,0.0
20055,3,88723,24007.09,0.58,514,139.08
20057,3,109326,31703.4,0.35,388,112.52
20059,1,3100,1212.69,0.13,4,1.56
20061,2,1938,555.38,1.7,33,9.46
20063,0,102,389.46,0.0,0,0.0
20065,0,0,0.0,0.0,0,0.0
20067,3,1355,1779.15,2.29,31,40.7
20069,1,1236,2047.37,0.0,0,0.0
20071,1,0,0.0,0.0,0,0.0
20073,0,504,818.71,0.0,0,0.0
20075,3,1326,5068.81,0.0,0,0.0
20077,1,109,192.14,0.0,0,0.0
20079,1,1265,366.08,7.67,97,28.07
20081,3,1292,3192.49,0.0,0,0.0
20083,0,258,1400.65,0.0,0,0.0
20085,1,4812,3613.16,0.81,39,29.28
20087,1,1489,788.33,0.0,0,0.0
20089,0,342,1172.84,0.0,0,0.0
20091,2,73903,1262.22,6.7,4955,84.63
20093,3,2746,6983.72,1.71,47,119.53
20095,1,0,0.0,0.0,0,0.0
20097,1,173,684.88,0.0,0,0.0
20099,1,2364,1160.7,0.0,0,0.0
20101,1,174,1059.68,0.0,0,0.0
20103,2,70126,8761.15,0.7,489,61.09
20105,0,2,6.46,0.0,0,0.0
20107,1,849,881.16,0.0,0,0.0
20109,1,11,39.15,0.0,0,0.0
20111,2,29002,8709.57,1.04,301,90.39
20113,1,2865,1000.7,0.0,0,0.0
20115,1,599,497.84,11.52,69,57.35
20117,1,13,13.27,0.0,0,0.0
20119,1,1682,3947.43,0.0,0,0.0
20121,1,862,260.21,0.0,0,0.0
20123,1,323,519.13,0.0,0,0.0
20125,1,1833,555.96,10.91,200,60.66
20127,0,369,662.95,0.0,0,0.0
20129,1,374,1317.83,3.74,14,49.33
20131,1,897,887.77,0.0,0,0.0
20133,1,579,359.07,0.0,0,0.0
20135,0,146,494.08,0.0,0,0.0
20137,1,163,297.12,0.0,0,0.0
20139,1,666,419.34,0.0,0,0.0
20141,1,185,513.46,0.0,0,0.0
20143,1,369,625.21,0.0,0,0.0
20145,0,93,138.62,0.0,0,0.0
20147,0,163,301.41,0.0,0,0.0
20149,1,2408,1022.72,0.0,0,0.0
20151,1,241,251.51,0.0,0,0.0
20153,0,0,0.0,0.0,0,0.0
20155,1,4095,648.96,0.0,0,0.0
20157,0,395,842.94,0.0,0,0.0
20159,1,269,275.56,0.0,0,0.0
20161,2,6859,910.94,1.52,104,13.81
20163,0,541,1057.05,0.0,0,0.0
20165,0,6,19.34,0.0,0,0.0
20167,0,0,0.0,0.0,0,0.0
20169,1,3167,576.06,5.49,174,31.65
20171,1,794,1604.36,0.0,0,0.0
20173,2,53260,1040.1,2.88,1532,29.92
20175,3,58463,25763.71,0.15,90,39.66
20177,1,25272,1417.51,2.38,602,33.77
20179,1,179,714.29,0.0,0,0.0
20181,1,438,734.16,0.0,0,0.0
20183,0,180,491.4,0.0,0,0.0
20185,0,98,232.56,0.0,0,0.0
20187,3,618,2995.64,0.0,0,0.0
20189,3,1810,3183.26,0.0,0,0.0
20191,1,573,246.9,15.18,87,37.49
20193,1,183,233.9,0.0,0,0.0
20195,1,44,153.95,0.0,0,0.0
20197,1,2087,3029.91,0.0,0,0.0
20199,1,0,0.0,0.0,0,0.0
20201,1,25,45.25,0.0,0,0.0
20203,1,0,0.0,0.0,0,0.0
20205,1,85,96.81,0.0,0,0.0
20207,0,545,1719.24,0.0,0,0.0
20209,3,111814,6803.61,5.08,5678,345.49
21001,1,7659,3980.56,15.93,1220,634.06
21003,1,6058,2913.34,3.33,202,97.14
21005,1,1408,633.83,7.53,106,47.72
21007,1,870,1075.4,0.0,0,0.0
21009,1,3566,816.39,1.96,70,16.03
21011,1,650,529.83,10.15,66,53.8
21013,4,181,66.57,0.0,0,0.0
21015,2,30394,2354.39,3.41,1037,80.33
21017,1,1308,649.32,8.49,111,55.1
21019,1,3544,736.94,7.25,257,53.44
21023,1,971,1169.03,0.0,0,0.0
21025,4,352,268.37,0.0,0,0.0
21027,1,1323,658.86,7.03,93,46.31
21029,1,8342,1049.76,3.62,302,38.0
21031,1,16090,12624.56,4.41,710,557.08
21033,1,1064,836.02,0.0,0,0.0
21035,1,4118,1062.0,2.16,89,22.95
21037,1,13079,1417.52,6.58,861,93.32
21039,1,290,599.05,22.41,65,134.27
21041,1,1045,975.63,0.29,3,2.8
21043,0,990,362.77,0.0,0,0.0
21045,1,468,296.28,0.0,0,0.0
21047,2,11048,1528.86,2.43,268,37.09
21049,1,4008,1117.31,1.42,57,15.89
21051,4,1096,531.5,7.3,80,38.8
21053,1,313,306.53,0.0,0,0.0
21055,1,470,517.45,16.17,76,83.67
21057,1,417,621.18,0.0,0,0.0
21059,1,24827,2484.27,2.06,511,51.13
21061,0,4199,3463.95,13.31,559,461.15
21063,0,77,102.43,0.0,0,0.0
21065,1,114,79.65,0.0,0,0.0
21067,2,62129,1949.24,2.01,1251,39.25
21069,1,432,298.36,0.0,0,0.0
21071,0,1403,379.95,0.0,0,0.0
21073,2,4565,907.63,1.84,84,16.7
21075,4,594,956.52,0.0,0,0.0
21077,1,2087,2398.02,10.97,229,263.13
21079,1,594,342.8,0.0,0,0.0
21081,1,3223,1293.6,8.75,282,113.18
21083,1,12226,3278.28,10.95,1339,359.04
21085,1,8415,3214.53,6.89,580,221.56
21087,1,172,156.04,10.47,18,16.33
21089,1,1262,352.86,0.0,0,0.0
21091,1,769,881.98,0.0,0,0.0
21093,2,7663,708.91,2.61,200,18.5
21095,4,502,185.01,5.58,28,10.32
21097,1,3073,1646.13,0.0,0,0.0
21099,1,1889,1014.12,0.0,0,0.0
21101,1,8712,1888.29,2.71,236,51.15
21103,1,1436,908.06,3.2,46,29.09
21105,0,327,715.85,0.0,0,0.0
21107,1,18008,3943.59,12.82,2308,505.43
21109,1,5475,4094.07,16.05,879,657.29
21111,2,198073,2581.92,6.12,12129,158.1
21113,2,5438,1037.35,0.0,0,0.0
21115,0,427,186.93,0.0,0,0.0
21117,1,42224,2563.88,5.82,2458,149.25
21119,0,357,230.13,0.0,0,0.0
21121,1,1156,367.37,0.0,0,0.0
21123,1,787,555.95,3.3,26,18.37
21125,1,2718,451.65,6.51,177,29.41
21127,1,268,169.8,0.0,0,0.0
21129,1,38,56.29,0.0,0,0.0
21131,0,451,430.67,0.0,0,0.0
21133,0,458,201.98,0.0,0,0.0
21135,1,760,563.38,0.0,0,0.0
21137,1,885,361.84,9.15,81,33.12
21139,1,554,598.08,0.0,0,0.0
21141,1,9384,3495.1,4.35,408,151.96
21143,0,1356,1656.49,18.66,253,309.06
21145,1,7724,1183.14,2.6,201,30.79
21147,4,1103,625.46,0.0,0,0.0
21149,1,1613,1728.65,0.31,5,5.36
21151,2,4966,553.62,1.83,91,10.14
21153,1,158,124.74,0.0,0,0.0
21155,1,2289,1190.2,0.0,0,0.0
21157,1,3125,1002.7,3.74,117,37.54
21159,0,307,257.57,0.0,0,0.0
21161,1,1065,620.88,0.0,0,0.0
21163,1,1509,532.73,9.54,144,50.84
21165,0,651,1016.39,0.0,0,0.0
21167,1,1213,563.77,0.0,0,0.0
21169,1,373,372.85,17.96,67,66.97
21171,1,1386,1303.37,0.65,9,8.46
21173,1,2180,785.33,0.0,0,0.0
21175,1,251,188.93,0.0,0,0.0
21177,1,32418,10430.17,1.59,515,165.7
21179,1,3270,720.45,1.1,36,7.93
21181,1,230,323.94,0.0,0,0.0
21183,1,10588,4398.65,0.0,0,0.0
21185,1,6150,940.74,3.87,238,36.41
21187,1,199,185.27,0.0,0,0.0
21189,0,175,392.11,0.0,0,0.0
21191,1,804,553.72,0.0,0,0.0
21193,4,1926,715.53,0.88,17,6.32
21195,1,2748,454.34,5.9,162,26.78
21199,1,5077,791.49,3.53,179,27.91
21201,1,4,18.67,0.0,0,0.0
21203,1,1174,697.69,0.0,0,0.0
21205,1,705,287.77,0.0,0,0.0
21207,1,2216,1247.75,12.91,286,161.04
21209,1,3902,729.11,0.0,0,0.0
21211,1,13745,2937.84,2.93,403,86.14
21213,1,3885,2150.81,5.77,224,124.01
21215,1,1717,941.03,0.0,0,0.0
21217,1,1327,520.39,2.71,36,14.12
21219,1,1470,1190.28,0.0,0,0.0
21221,0,1001,697.85,0.0,0,0.0
21223,1,356,412.18,0.0,0,0.0
21225,1,1210,817.46,0.0,0,0.0
21227,2,69949,5532.76,0.64,445,35.2
21229,1,806,670.6,0.0,0,0.0
21231,1,799,387.69,0.0,0,0.0
21233,1,2577,1958.95,0.0,0,0.0
21235,1,1216,336.94,0.0,0,0.0
21237,4,68,94.14,0.0,0,0.0
21239,1,2936,1125.03,0.0,0,0.0
22001,4,32522,5197.86,5.14,1672,267.23
22003,4,14078,5486.15,6.09,857,333.97
22005,1,70986,5858.09,5.97,4239,349.82
22007,4,20956,9226.03,4.0,839,369.38
22009,4,12306,3010.13,5.79,713,174.4
22011,1,7474,2032.69,5.06,378,102.8
22013,4,10811,7909.72,15.1,1633,1194.76
22015,2,38371,3042.15,4.96,1904,150.95
22017,4,195593,7875.35,7.02,13740,553.23
22019,4,57070,2850.91,6.08,3469,173.29
22021,4,4818,4819.93,0.64,31,31.01
22023,0,960,1397.79,0.0,0,0.0
22025,4,8444,8535.33,2.77,234,236.53
22027,4,6228,3855.63,12.03,749,463.69
22029,4,5924,2958.89,6.25,370,184.81
22031,4,21089,7748.75,6.06,1279,469.94
22033,2,278608,6273.63,6.14,17094,384.92
22035,4,11604,16060.9,0.09,10,13.84
22037,4,15741,8072.72,12.43,1957,1003.64
22039,4,7876,2341.54,0.84,66,19.62
22041,4,23759,11691.27,2.98,707,347.9
22043,4,3156,1412.21,1.71,54,24.16
22045,4,33308,4582.14,7.88,2625,361.12
22047,4,45972,13949.51,6.76,3108,943.08
22049,4,8460,5312.07,9.09,769,482.86
22051,2,659952,15160.85,5.43,35826,823.02
22053,4,10285,3268.5,5.36,551,175.1
22055,2,77595,3231.9,2.93,2271,94.59
22057,1,71447,7274.62,7.38,5275,537.09
22059,0,4245,2839.65,0.07,3,2.01
22061,4,13504,2851.59,7.67,1036,218.77
22063,1,36438,2638.31,5.61,2045,148.07
22065,4,10383,9050.73,0.64,66,57.53
22067,4,9771,3759.23,4.45,435,167.36
22069,4,12166,3122.45,6.56,798,204.81
22071,2,641471,16462.83,6.52,41842,1073.84
22073,4,106096,6797.76,3.17,3366,215.67
22075,2,18311,7834.25,7.82,1432,612.67
22077,4,14141,6381.89,11.7,1654,746.46
22079,4,62217,4729.68,3.69,2296,174.54
22081,4,3508,4070.55,14.71,516,598.75
22083,4,9618,4697.67,1.69,163,79.61
22085,4,3374,1400.7,1.1,37,15.36
22087,4,46919,10268.09,3.74,1754,383.86
22089,1,55254,10479.86,6.63,3666,695.32
22091,4,4189,4023.63,1.91,80,76.84
22093,4,26002,12174.93,7.79,2025,948.17
22095,4,73814,16989.83,8.96,6617,1523.04
22097,4,25679,3077.21,15.51,3983,477.3
22099,4,29343,5458.96,6.25,1835,341.38
22101,4,25248,4880.35,8.99,2270,438.78
22103,1,144562,5734.47,8.16,11796,467.92
22105,4,70825,5427.04,3.79,2686,205.82
22107,4,965,2068.15,0.0,0,0.0
22109,4,55028,4887.6,6.89,3794,336.98
22111,0,22127,9845.16,5.46,1208,537.49
22113,1,6798,1135.52,3.97,270,45.1
22115,2,3585,702.84,7.03,252,49.4
22117,4,35204,7577.76,7.71,2715,584.41
22119,4,15483,3906.79,3.6,558,140.8
22121,4,13972,5402.94,15.72,2196,849.19
22123,4,4250,3801.43,2.09,89,79.61
22125,4,15348,9981.14,4.72,725,471.48
22127,4,10386,7165.72,2.31,240,165.59
23001,1,19991,1860.6,1.01,202,18.8
23003,0,801,117.33,5.49,44,6.45
23005,2,87447,3005.63,4.02,3516,120.85
23007,0,2674,890.77,2.66,71,23.65
23009,0,952,174.55,6.09,58,10.63
23011,1,10404,855.98,6.25,650,53.48
23013,0,1720,431.91,1.86,32,8.04
23015,0,1633,479.35,0.0,0,0.0
23017,0,2227,388.49,0.0,0,0.0
23019,0,7618,502.02,1.12,85,5.6
23021,0,100,59.22,0.0,0,0.0
23023,1,2329,660.2,0.17,4,1.13
23025,0,1784,351.8,0.0,0,0.0
23027,0,4288,1087.83,24.49,1050,266.38
23029,0,162,51.11,0.0,0,0.0
23031,1,29624,1458.58,2.55,755,37.17
24001,0,12537,1741.81,8.17,1024,142.27
24003,2,273338,4814.87,4.37,11948,210.46
24005,2,436995,5280.11,5.34,23354,282.18
24009,1,23498,2579.87,5.48,1288,141.41
24011,1,16340,4970.34,0.44,72,21.9
24013,1,64079,3825.11,10.2,6536,390.16
24015,1,26920,2625.91,5.71,1536,149.83
24017,2,79561,5046.01,6.54,5206,330.18
24019,4,9701,3007.04,2.46,239,74.08
24021,2,137009,5514.06,5.25,7199,289.73
24023,0,698,237.61,0.29,2,0.68
24025,2,61667,2456.61,5.12,3157,125.76
24027,2,137110,4348.18,3.02,4143,131.39
24029,0,11379,5807.69,10.2,1161,592.56
24031,2,784053,7538.01,5.15,40410,388.51
24033,2,1045809,11540.57,3.56,37259,411.16
24035,1,10944,2217.4,7.65,837,169.59
24037,2,32119,2879.83,5.69,1828,163.9
24039,4,4774,1854.92,2.62,125,48.57
24041,0,6566,1764.53,2.91,191,51.33
24043,1,33721,2250.9,3.21,1082,72.22
24045,2,61396,6009.08,3.05,1875,183.51
24047,0,14100,2734.47,5.32,750,145.45
24510,4,385943,6278.56,4.57,17622,286.68
25001,0,103998,4866.77,7.47,7769,363.56
25003,0,46817,3676.88,7.13,3339,262.24
25005,2,494490,8847.48,5.92,29296,524.17
25007,0,2607,1505.8,2.15,56,32.35
25009,2,1039147,13304.93,6.14,63778,816.59
25011,1,26479,3732.85,14.41,3815,537.82
25013,2,441339,9407.89,9.57,42217,899.93
25015,2,62765,3894.6,9.31,5841,362.44
25017,2,1597429,10014.02,6.95,110948,695.52
25019,2,1153,1038.65,0.61,7,6.31
25021,2,630049,9023.27,9.22,58115,832.3
25023,2,579435,11314.11,6.61,38275,747.36
25025,2,1369331,17294.64,4.53,62094,784.25
25027,2,763405,9284.0,6.48,49448,601.35
26001,0,988,953.3,6.68,66,63.68
26003,0,55,59.82,0.0,0,0.0
26005,1,16234,1408.59,2.03,329,28.55
26007,0,7265,2539.14,9.1,661,231.02
26009,0,1089,469.86,0.09,1,0.43
26011,0,2473,1630.73,3.68,91,60.01
26013,0,113,132.83,0.0,0,0.0
26015,1,5254,874.84,2.42,127,21.15
26017,1,22119,2110.87,6.5,1437,137.14
26019,0,382,217.64,0.0,0,0.0
26021,1,49463,3195.14,6.37,3150,203.48
26023,1,68390,15691.54,2.46,1683,386.15
26025,1,29417,2187.58,5.76,1693,125.9
26027,1,6324,1228.92,3.8,240,46.64
26029,0,1633,622.83,6.49,106,40.43
26031,0,1869,734.15,5.83,109,42.82
26033,0,336,88.81,2.38,8,2.11
26035,0,1490,486.67,10.6,158,51.61
