geoid,2018, total_count, total_count (/10K pop), total_Case fatality rate, total_deaths, total_deaths (/10K pop)
26037,1,13500,1733.08,6.22,840,107.84
26039,0,4670,3375.25,7.6,355,256.58
26041,0,1474,407.29,11.6,171,47.25
26043,1,447,174.81,39.82,178,69.61
26045,1,16698,1529.75,3.25,543,49.75
26047,0,2143,648.63,8.77,188,56.9
26049,4,175904,4297.04,11.03,19409,474.13
26051,0,1511,597.49,5.03,76,30.05
26053,0,452,293.24,22.35,101,65.52
26055,1,2664,290.37,16.37,436,47.52
26057,1,5019,1222.15,11.16,560,136.36
26059,1,13529,2952.0,13.3,1800,392.76
26061,0,451,124.04,0.0,0,0.0
26063,0,3440,1090.57,2.65,91,28.85
26065,2,58011,2003.39,3.0,1742,60.16
26067,1,10870,1693.78,2.47,268,41.76
26069,0,6302,2496.14,10.23,645,255.48
26071,0,113,100.78,7.08,8,7.14
26073,2,6824,964.18,9.06,618,87.32
26075,1,124445,7831.01,2.84,3535,222.45
26077,2,58951,2253.71,6.08,3583,136.98
26079,0,2066,1183.07,9.1,188,107.66
26081,2,254077,3950.57,2.46,6254,97.24
26083,0,25,117.37,0.0,0,0.0
26085,0,387,329.0,0.0,0,0.0
26087,1,32567,3692.32,8.15,2654,300.9
26089,0,960,443.64,0.0,0,0.0
26091,1,49004,4976.34,0.99,486,49.35
26093,1,39356,2088.05,5.06,1992,105.69
26095,0,263,413.26,0.0,0,0.0
26097,0,587,542.66,0.0,0,0.0
26099,1,562079,6470.32,11.15,62654,721.24
26101,0,1670,683.19,0.96,16,6.55
26103,0,4508,673.45,17.77,801,119.66
26105,0,2268,785.21,0.0,0,0.0
26107,0,1770,409.12,9.21,163,37.68
26109,1,634,272.88,0.0,0,0.0
26111,1,8400,1007.33,7.06,593,71.11
26113,1,1504,1002.27,6.65,100,66.64
26115,1,38283,2557.33,3.77,1444,96.46
26117,1,5290,836.91,1.68,89,14.08
26119,0,396,427.6,0.0,0,0.0
26121,1,43797,2530.99,5.71,2499,144.41
26123,1,6732,1398.36,0.0,0,0.0
26125,2,792419,6335.08,9.56,75724,605.38
26127,0,7520,2846.65,2.26,170,64.35
26129,0,1798,859.14,3.56,64,30.58
26131,0,1,1.68,0.0,0,0.0
26133,1,1221,525.57,0.0,0,0.0
26135,0,639,772.02,9.08,58,70.07
26137,0,9162,3755.38,8.15,747,306.19
26139,1,52123,1835.1,4.76,2482,87.38
26141,0,864,675.16,0.0,0,0.0
26143,0,1745,730.83,0.0,0,0.0
26145,1,78182,4055.55,9.62,7521,390.14
26147,1,36646,2296.6,7.62,2791,174.91
26149,1,10374,1703.53,1.62,168,27.59
26151,1,3472,839.13,12.44,432,104.41
26153,0,317,392.86,0.0,0,0.0
26155,1,18176,2653.7,8.8,1600,233.6
26157,1,13961,2621.78,12.21,1705,320.19
26159,1,10868,1443.83,3.91,425,56.46
26161,2,142070,3882.11,5.36,7622,208.27
26163,4,1707691,9695.18,10.94,186809,1060.58
26165,1,1310,395.64,15.04,197,59.5
27001,0,557,351.77,0.0,0,0.0
27003,2,89105,2564.68,5.01,4468,128.6
27005,1,2545,753.56,0.0,0,0.0
27007,1,1242,269.32,0.0,0,0.0
27009,1,10376,2608.41,1.55,161,40.47
27011,0,556,1108.45,0.0,0,0.0
27013,2,11361,1713.01,0.5,57,8.59
27015,1,1248,495.02,11.06,138,54.74
27017,1,5644,1588.07,0.0,0,0.0
27019,2,13784,1372.69,0.67,92,9.16
27021,0,807,278.06,13.88,112,38.59
27023,1,2918,2429.64,1.37,40,33.31
27025,1,3962,723.96,2.35,93,16.99
27027,2,28360,4515.85,6.54,1854,295.22
27029,1,316,358.6,0.0,0,0.0
27031,0,22,41.42,0.0,0,0.0
27033,1,5591,4916.46,0.0,0,0.0
27035,0,4623,723.98,7.42,343,53.72
27037,2,86843,2076.59,4.05,3517,84.1
27039,1,3750,1821.98,0.0,0,0.0
27041,1,2466,662.85,0.0,0,0.0
27043,1,1579,1136.3,0.0,0,0.0
27045,1,1568,750.67,3.64,57,27.29
27047,1,10401,3407.26,0.0,0,0.0
27049,1,4951,1071.25,5.31,263,56.91
27051,1,266,447.96,0.0,0,0.0
27053,2,534593,4327.01,7.59,40560,328.29
27055,1,451,241.65,0.0,0,0.0
27057,0,171,81.97,0.0,0,0.0
27059,1,2399,615.54,0.0,0,0.0
27061,0,3267,722.74,15.67,512,113.27
27063,1,2760,2747.09,0.0,0,0.0
27065,1,686,428.64,6.85,47,29.37
27067,1,30099,7055.89,0.23,68,15.94
27069,0,87,200.6,0.0,0,0.0
27071,0,475,375.67,1.47,7,5.54
27073,0,230,339.58,0.0,0,0.0
27075,0,135,127.73,0.0,0,0.0
27077,0,0,0.0,0.0,0,0.0
27079,1,3862,1380.12,1.4,54,19.3
27081,1,413,723.67,0.0,0,0.0
27083,1,8261,3197.11,0.76,63,24.38
27085,1,2674,746.41,0.0,0,0.0
27087,4,374,679.26,16.04,60,108.97
27089,1,663,705.92,0.0,0,0.0
27091,1,10017,5017.53,4.31,432,216.39
27093,1,2797,1211.92,1.04,29,12.57
27095,1,1296,503.73,6.33,82,31.87
27097,1,2599,788.79,0.92,24,7.28
27099,1,27651,6982.22,0.29,81,20.45
27101,1,2554,3057.58,0.0,0,0.0
27103,1,5205,1540.72,10.22,532,157.48
27105,3,99100,45377.54,0.27,271,124.09
27107,1,995,1517.0,0.0,0,0.0
27109,2,47836,3125.21,1.73,828,54.09
27111,0,4153,716.13,0.72,30,5.17
27113,1,1650,1163.28,0.0,0,0.0
27115,0,6129,2104.09,0.0,0,0.0
27117,1,860,936.31,0.81,7,7.62
27119,1,4242,1342.79,2.57,109,34.5
27121,1,492,448.09,0.0,0,0.0
27123,2,191247,3531.85,4.65,8893,164.23
27125,1,214,533.93,0.0,0,0.0
27127,1,506,330.05,0.0,0,0.0
27129,1,754,512.19,2.79,21,14.27
27131,1,30461,4631.8,0.65,199,30.26
27133,1,1567,1664.72,0.0,0,0.0
27135,1,260,168.15,0.0,0,0.0
27137,1,9056,452.62,11.45,1037,51.83
27139,2,26833,1871.56,0.7,188,13.11
27141,1,14194,1522.45,1.01,143,15.34
27143,1,1293,867.09,3.79,49,32.86
27145,2,120892,7709.01,0.7,846,53.95
27147,1,9623,2623.79,0.03,3,0.82
27149,1,72,73.59,0.0,0,0.0
27151,1,1011,1074.27,2.97,30,31.88
27153,1,16170,6616.2,0.37,60,24.55
27155,0,312,934.97,0.0,0,0.0
27157,1,1523,708.37,0.0,0,0.0
27159,1,559,409.64,0.0,0,0.0
27161,1,2042,1085.65,0.0,0,0.0
27163,2,42503,1677.86,4.7,1997,78.83
27165,1,5798,5283.88,0.0,0,0.0
27167,1,1114,1756.27,21.63,241,379.95
27169,1,6801,1337.54,17.62,1198,235.61
27171,1,18985,1430.19,0.77,146,11.0
27173,1,744,753.95,0.0,0,0.0
28001,4,15234,4828.99,7.27,1108,351.22
28003,1,1806,485.75,3.77,68,18.29
28005,4,4299,3448.03,2.23,96,77.0
28007,4,19370,10424.63,5.09,985,530.11
28009,4,1306,1582.45,0.0,0,0.0
28011,4,13393,4109.29,6.26,839,257.43
28013,4,5724,3928.35,5.21,298,204.52
28015,4,8031,7928.72,7.26,583,575.58
28017,4,10903,6309.97,8.88,968,560.22
28019,4,3245,3899.77,5.33,173,207.91
28021,4,7355,8064.69,3.94,290,317.98
28023,4,9790,6146.41,11.45,1121,703.79
28025,4,9346,4718.3,3.48,325,164.08
28027,4,9392,3945.89,3.33,313,131.5
28029,4,22622,7876.47,1.65,374,130.22
28031,4,11879,6222.3,1.15,137,71.76
28033,2,48811,2771.27,1.4,681,38.66
28035,4,39687,5255.37,5.82,2310,305.89
28037,4,2109,2718.83,5.45,115,148.25
28039,1,2398,1011.39,5.05,121,51.03
28041,1,2328,1697.54,7.35,171,124.69
28043,4,9415,4424.76,2.17,204,95.87
28045,1,7392,1584.46,11.4,843,180.7
28047,2,26040,1285.13,2.22,579,28.57
28051,4,26846,14852.56,7.04,1890,1045.64
28053,4,4697,5500.64,10.6,498,583.21
28055,4,64,481.93,12.5,8,60.24
28057,1,6525,2778.96,7.42,484,206.13
28059,4,27795,1957.2,3.73,1038,73.09
28061,4,10838,6556.96,2.37,257,155.48
28063,4,3339,4545.33,2.19,73,99.37
28065,4,5264,4579.38,3.36,177,153.98
28067,4,42774,6248.58,4.04,1730,252.72
28069,4,9532,9431.09,6.95,662,654.99
28071,2,12775,2389.68,2.32,296,55.37
28073,2,17939,2930.11,2.01,360,58.8
28075,4,50885,6580.84,8.38,4263,551.32
28077,4,7194,5695.96,0.61,44,34.84
28079,4,29419,12863.58,2.48,730,319.2
28081,4,16025,1887.18,4.12,660,77.72
28085,4,20642,5995.0,8.53,1761,511.44
28087,4,16443,2766.46,3.13,514,86.48
28089,2,52534,5075.85,3.1,1627,157.2
28091,4,9756,3871.12,6.25,610,242.04
28093,4,7485,2091.54,3.06,229,63.99
28095,4,19164,5347.1,8.94,1713,477.96
28097,4,5959,5843.3,1.8,107,104.92
28101,4,17071,7931.15,1.71,292,135.66
28103,4,12102,11176.58,2.68,324,299.22
28105,2,17704,3577.94,5.06,896,181.08
28107,4,8048,2350.26,3.24,261,76.22
28109,1,16976,3078.21,12.41,2106,381.87
28111,1,3640,3026.27,5.52,201,167.11
28113,4,17195,4327.2,4.41,758,190.75
28115,1,5360,1711.64,4.31,231,73.77
28117,1,4217,1662.85,4.29,181,71.37
28119,4,2644,3586.54,0.0,0,0.0
28121,1,33385,2207.42,1.88,628,41.52
28123,4,43147,15184.59,1.53,660,232.27
28125,4,750,1662.6,0.0,0,0.0
28127,4,8041,2970.12,0.58,47,17.36
28129,1,10779,6710.45,6.11,659,410.26
28131,1,2522,1372.52,0.71,18,9.8
28133,4,8911,3358.59,3.3,294,110.81
28135,4,2797,1947.64,3.36,94,65.46
28137,4,8216,2883.52,1.39,114,40.01
28139,1,6910,3142.34,12.79,884,402.0
28141,1,2315,1188.52,0.78,18,9.24
28143,4,4564,4487.71,4.58,209,205.51
28149,4,14821,3148.38,4.2,622,132.13
28151,4,15878,3372.13,3.01,478,101.52
28153,4,15835,7753.89,1.57,249,121.93
28155,1,5043,5131.26,6.64,335,340.86
28157,4,6918,7695.22,10.29,712,791.99
28159,4,9106,4960.24,1.1,100,54.47
28161,4,6775,5454.47,4.25,288,231.87
28163,4,20789,7431.54,1.4,291,104.03
29001,2,3902,1540.77,0.0,0,0.0
29003,1,1852,1064.18,0.0,0,0.0
29005,0,232,440.23,0.0,0,0.0
29007,1,4919,1911.4,0.77,38,14.77
29009,1,1210,340.91,0.0,0,0.0
29011,1,374,315.61,0.0,0,0.0
29013,1,768,469.04,10.81,83,50.69
29015,0,881,463.95,0.0,0,0.0
29017,1,574,467.39,0.0,0,0.0
29019,2,15263,864.69,0.86,132,7.48
29021,1,43518,4885.49,0.39,169,18.97
29023,1,3386,792.36,0.0,0,0.0
29025,1,448,495.08,0.0,0,0.0
29027,1,2751,613.51,3.27,90,20.07
29029,0,3651,809.61,2.71,99,21.95
29031,1,6750,861.8,2.5,169,21.58
29033,0,535,605.0,0.0,0,0.0
29035,1,404,651.93,22.77,92,148.46
29037,1,7686,748.55,8.18,629,61.26
29039,1,723,518.73,0.0,0,0.0
29041,0,512,678.51,0.0,0,0.0
29043,1,2369,281.1,0.13,3,0.36
29045,1,106,155.88,0.0,0,0.0
29047,2,16396,685.55,2.07,340,14.22
29049,1,1520,742.37,0.0,0,0.0
29051,1,5226,681.0,2.01,105,13.68
29053,1,809,459.09,0.0,0,0.0
29055,1,725,298.6,0.0,0,0.0
29057,1,20,26.35,0.0,0,0.0
29059,1,396,240.01,2.78,11,6.67
29061,1,361,434.83,0.0,0,0.0
29063,1,516,410.7,0.0,0,0.0
29065,1,87,56.11,0.0,0,0.0
29067,0,108,80.75,0.0,0,0.0
29069,1,3676,1208.1,5.03,185,60.8
29071,1,12526,1218.71,9.23,1156,112.47
29073,1,294,199.38,0.0,0,0.0
29075,1,2064,3096.77,11.48,237,355.59
29077,2,14363,497.97,5.42,779,27.01
29079,1,437,435.3,0.0,0,0.0
29081,1,736,860.42,0.0,0,0.0
29083,1,983,451.64,18.92,186,85.46
29085,0,0,0.0,0.0,0,0.0
29087,1,86,193.0,0.0,0,0.0
29089,1,250,247.21,0.0,0,0.0
29091,1,1155,288.02,0.0,0,0.0
29093,0,172,168.28,0.0,0,0.0
29095,2,52856,763.81,3.24,1712,24.74
29097,1,8752,733.99,0.13,11,0.92
29099,1,30332,1358.34,3.87,1175,52.62
29101,2,6626,1234.14,0.0,0,0.0
29103,0,50,126.55,0.0,0,0.0
29105,1,602,169.54,0.0,0,0.0
29107,1,5749,1764.09,2.47,142,43.57
29109,1,724,189.86,0.97,7,1.84
29111,1,494,492.67,14.98,74,73.8
29113,1,6186,1113.33,1.42,88,15.84
29115,1,709,581.82,11.71,83,68.11
29117,1,390,258.69,0.0,0,0.0
29119,1,10133,4439.04,0.11,11,4.82
29121,1,366,239.94,0.0,0,0.0
29123,1,230,188.45,0.0,0,0.0
29125,1,224,252.14,0.0,0,0.0
29127,1,562,196.01,0.0,0,0.0
29129,1,160,436.68,0.0,0,0.0
29131,1,414,165.28,0.0,0,0.0
29133,4,4127,3001.89,0.0,0,0.0
29135,1,3591,2250.28,1.39,50,31.33
29137,1,138,159.46,0.0,0,0.0
29139,1,883,764.83,0.0,0,0.0
29141,0,662,328.75,0.0,0,0.0
29143,4,1739,976.36,2.93,51,28.63
29145,1,7077,1215.94,1.3,92,15.81
29147,1,840,372.56,0.0,0,0.0
29149,0,245,228.99,0.0,0,0.0
29151,1,471,345.84,0.0,0,0.0
29153,0,20,21.65,0.0,0,0.0
29155,4,5763,3383.83,5.19,299,175.56
29157,1,5855,3058.08,0.0,0,0.0
29159,1,5622,1326.85,0.96,54,12.74
29161,2,577,128.83,0.0,0,0.0
29163,1,1675,905.94,3.22,54,29.21
29165,2,5774,584.27,2.53,146,14.77
29167,1,381,120.76,0.0,0,0.0
29169,2,4944,940.08,1.92,95,18.06
29171,0,52,108.0,0.0,0,0.0
29173,1,320,313.2,0.0,0,0.0
29175,1,861,345.16,0.0,0,0.0
29177,1,1476,646.66,0.0,0,0.0
29179,0,195,308.79,0.0,0,0.0
29181,0,750,547.73,0.0,0,0.0
29183,1,64971,1665.99,6.82,4434,113.7
29185,0,175,186.51,0.0,0,0.0
29186,1,969,542.22,9.29,90,50.36
29187,1,4135,623.29,3.39,140,21.1
29189,2,381884,3823.87,7.7,29409,294.48
29195,1,18474,7996.71,0.67,124,53.68
29197,1,108,239.89,0.0,0,0.0
29199,1,504,1028.99,4.96,25,51.04
29201,1,8650,2233.47,6.31,546,140.98
29203,1,228,276.5,0.0,0,0.0
29205,1,133,219.44,0.0,0,0.0
29207,1,5948,2015.45,4.62,275,93.18
29209,0,533,169.06,0.0,0,0.0
29211,1,3751,5937.95,0.0,0,0.0
29213,0,1704,311.4,8.92,152,27.78
29215,0,82,31.94,0.0,0,0.0
29217,1,714,345.08,0.28,2,0.97
29219,1,2372,699.54,0.0,0,0.0
29221,1,938,376.24,7.57,71,28.48
29223,0,48,36.07,0.0,0,0.0
29225,1,1485,389.95,0.81,12,3.15
29227,0,231,1132.35,0.0,0,0.0
29229,1,1050,573.99,0.0,0,0.0
29510,2,147983,4754.12,5.98,8848,284.25
30001,0,92,97.95,0.0,0,0.0
30003,4,2151,1608.1,3.3,71,53.08
30005,4,0,0.0,0.0,0,0.0
30007,0,416,713.06,0.0,0,0.0
30009,0,730,692.21,0.0,0,0.0
30011,0,0,0.0,0.0,0,0.0
30013,1,1700,207.96,9.06,154,18.84
30015,0,0,0.0,0.0,0,0.0
30017,1,476,401.86,0.0,0,0.0
30019,0,0,0.0,0.0,0,0.0
30021,1,89,96.83,0.0,0,0.0
30023,0,298,327.47,0.0,0,0.0
30025,1,0,0.0,0.0,0,0.0
30027,1,34,30.16,0.0,0,0.0
30029,1,3742,381.52,4.2,157,16.01
30031,2,15929,1520.97,0.43,68,6.49
30033,0,0,0.0,0.0,0,0.0
30035,4,587,428.5,0.0,0,0.0
30037,0,243,3356.35,0.0,0,0.0
30039,0,28,85.65,0.0,0,0.0
30041,1,102,62.05,0.0,0,0.0
30043,0,261,221.6,0.0,0,0.0
30045,0,0,0.0,0.0,0,0.0
30047,0,654,219.65,0.0,0,0.0
30049,1,1776,264.77,0.0,0,0.0
30051,0,96,421.05,0.0,0,0.0
30053,0,688,355.41,14.53,100,51.66
30055,0,0,0.0,0.0,0,0.0
30057,0,801,974.69,12.11,97,118.03
30059,0,106,538.62,0.0,0,0.0
30061,0,0,0.0,0.0,0,0.0
30063,2,4076,351.43,2.26,92,7.93
30065,0,98,203.87,0.0,0,0.0
30067,0,762,469.04,0.0,0,0.0
30069,0,0,0.0,0.0,0,0.0
30071,0,0,0.0,0.0,0,0.0
30073,1,159,263.07,0.0,0,0.0
30075,0,0,0.0,0.0,0,0.0
30077,0,0,0.0,0.0,0,0.0
30079,0,0,0.0,0.0,0,0.0
30081,0,1021,243.66,0.0,0,0.0
30083,1,389,342.43,0.0,0,0.0
30085,4,598,532.6,0.0,0,0.0
30087,4,153,165.41,5.88,9,9.73
30089,0,0,0.0,0.0,0,0.0
30091,0,2,5.6,0.0,0,0.0
30093,1,1154,331.48,0.0,0,0.0
30095,1,157,166.84,0.0,0,0.0
30097,0,0,0.0,0.0,0,0.0
30099,1,20,32.89,0.0,0,0.0
30101,0,2636,5297.43,19.61,517,1038.99
30103,0,22,283.14,0.0,0,0.0
30105,0,32,42.49,0.0,0,0.0
30107,0,72,335.04,0.0,0,0.0
30109,1,0,0.0,0.0,0,0.0
30111,1,9139,579.09,2.17,198,12.55
31001,1,19228,6088.09,3.3,634,200.74
31003,1,512,803.52,2.15,11,17.26
31005,1,0,0.0,0.0,0,0.0
31007,1,28,402.3,0.0,0,0.0
31009,0,0,0.0,0.0,0,0.0
31011,1,317,596.65,0.0,0,0.0
31013,1,155,139.78,0.0,0,0.0
31015,0,34,166.5,0.0,0,0.0
31017,0,0,0.0,0.0,0,0.0
31019,2,11628,2371.61,0.83,96,19.58
31021,1,597,914.52,0.0,0,0.0
31023,1,2629,3258.96,0.0,0,0.0
31025,1,2857,1111.59,0.28,8,3.11
31027,1,548,642.97,0.0,0,0.0
31029,1,42,112.48,0.0,0,0.0
31031,1,95,164.08,0.0,0,0.0
31033,1,805,817.09,0.0,0,0.0
31035,1,1508,2419.77,0.0,0,0.0
31037,3,36654,34065.06,0.51,187,173.79
31039,1,1828,2033.14,0.22,4,4.45
31041,1,2790,2576.18,10.68,298,275.16
31043,3,107339,52832.11,1.36,1462,719.59
31045,1,86,96.67,0.0,0,0.0
31047,3,55723,23409.09,0.78,432,181.48
31049,0,0,0.0,0.0,0,0.0
31051,1,2070,3602.51,1.88,39,67.87
31053,1,29588,8065.86,0.59,174,47.43
31055,2,288066,5190.45,1.17,3366,60.65
31057,1,0,0.0,0.0,0,0.0
31059,1,502,900.61,6.77,34,61.0
31061,0,438,1457.09,0.0,0,0.0
31063,0,67,256.8,0.0,0,0.0
31065,1,516,1078.14,4.84,25,52.24
31067,1,3597,1665.66,7.98,287,132.9
31069,0,133,715.05,0.0,0,0.0
31071,0,31,156.96,0.0,0,0.0
31073,0,948,4704.71,0.0,0,0.0
31075,0,0,0.0,0.0,0,0.0
31077,0,175,726.14,0.0,0,0.0
31079,3,108485,17684.98,2.71,2937,478.78
31081,1,4415,4810.42,18.3,808,880.37
31083,0,19,55.26,0.0,0,0.0
31085,0,0,0.0,0.0,0,0.0
31087,0,66,232.15,0.0,0,0.0
31089,1,88,85.9,0.0,0,0.0
31091,0,4,57.89,0.0,0,0.0
31093,1,2573,4017.17,6.49,167,260.73
31095,1,472,656.65,0.0,0,0.0
31097,1,437,840.87,0.0,0,0.0
31099,1,803,1225.58,0.0,0,0.0
31101,0,136,167.92,0.0,0,0.0
31103,0,1,12.63,0.0,0,0.0
31105,1,914,2492.5,0.0,0,0.0
31107,0,764,903.07,0.0,0,0.0
31109,2,78857,2543.0,0.69,541,17.45
31111,1,3660,1032.94,4.51,165,46.57
31113,1,0,0.0,0.0,0,0.0
31115,0,1,17.09,0.0,0,0.0
31117,1,0,0.0,0.0,0,0.0
31119,1,20846,5928.22,1.41,293,83.32
31121,1,2220,2845.06,0.0,0,0.0
31123,1,904,1867.38,0.0,0,0.0
31125,1,278,782.22,0.0,0,0.0
31127,1,261,372.64,0.0,0,0.0
31129,0,53,123.98,0.0,0,0.0
31131,1,650,408.91,0.0,0,0.0
31133,0,0,0.0,0.0,0,0.0
31135,1,1,3.44,0.0,0,0.0
31137,1,1199,1314.69,0.0,0,0.0
31139,1,305,426.16,0.0,0,0.0
31141,1,34928,10564.07,0.25,86,26.01
31143,1,785,1493.82,0.0,0,0.0
31145,1,356,329.45,0.0,0,0.0
31147,1,118,147.33,21.19,25,31.21
31149,0,13,96.3,0.0,0,0.0
31151,3,30562,21389.98,0.29,89,62.29
31153,2,44487,2494.35,0.62,276,15.48
31155,1,2869,1364.63,2.68,77,36.62
31157,1,8213,2265.34,0.77,63,17.38
31159,1,1805,1053.89,4.16,75,43.79
31161,0,39,74.51,0.0,0,0.0
31163,0,243,798.82,0.0,0,0.0
31165,0,79,624.01,0.0,0,0.0
31167,1,1187,1980.97,0.0,0,0.0
31169,1,37,72.58,0.0,0,0.0
31171,0,60,930.23,0.0,0,0.0
31173,4,3095,4334.73,0.74,23,32.21
31175,1,304,719.7,0.0,0,0.0
31177,1,2875,1421.93,2.89,83,41.05
31179,1,1063,1134.84,0.0,0,0.0
31181,1,396,1108.93,0.0,0,0.0
31183,0,0,0.0,0.0,0,0.0
31185,1,2294,1662.44,0.0,0,0.0
32001,2,591,246.15,12.86,76,31.65
32003,2,602638,2814.0,4.24,25578,119.44
32005,0,2854,596.72,0.0,0,0.0
32007,3,3167,606.1,2.9,92,17.61
32009,0,0,0.0,0.0,0,0.0
32011,0,9,49.18,0.0,0,0.0
32013,3,5543,3279.11,4.85,269,159.13
32015,3,1491,2594.85,0.0,0,0.0
32017,0,111,214.53,0.0,0,0.0
32019,1,5064,952.69,1.24,63,11.85
32021,0,286,642.99,0.0,0,0.0
32023,0,5024,1149.53,2.19,110,25.17
32027,0,171,258.66,0.0,0,0.0
32029,0,59,149.71,0.0,0,0.0
32031,2,128800,2859.13,3.32,4271,94.81
32033,0,268,275.24,0.0,0,0.0
32510,2,7189,1319.88,3.49,251,46.08
33001,0,4881,804.91,0.49,24,3.96
33003,0,3895,814.17,0.0,0,0.0
33005,1,4356,571.18,4.04,176,23.08
33007,0,353,110.18,0.0,0,0.0
33009,0,6262,697.24,1.04,65,7.24
33011,2,170799,4154.81,5.99,10230,248.85
33013,2,24292,1625.4,4.06,987,66.04
33015,2,94964,3112.26,5.0,4747,155.57
33017,2,18921,1475.47,4.5,852,66.44
33019,1,1596,370.09,5.95,95,22.03
34001,2,151649,5647.19,6.63,10051,374.28
34003,2,1518671,16329.81,8.02,121848,1310.19
34005,2,330278,7399.25,6.36,21001,470.49
34007,2,457604,9019.19,5.26,24058,474.17
34009,0,43548,4647.35,8.18,3561,380.02
34011,3,150186,9790.48,3.65,5482,357.37
34013,2,1393508,17560.32,9.05,126182,1590.09
34015,2,158850,5461.54,5.92,9408,323.46
34017,2,1442742,21577.55,6.04,87126,1303.05
34019,2,72780,5820.03,6.46,4698,375.69
34021,2,490652,13305.38,6.66,32682,886.26
34023,2,1217831,14731.27,5.98,72875,881.52
34025,2,652730,10470.7,6.82,44535,714.4
34027,2,520889,10536.14,8.91,46403,938.6
34029,1,685740,11584.64,7.74,53097,897.0
34031,2,1246894,24737.95,5.37,66933,1327.93
34033,1,41667,6578.72,6.97,2906,458.82
34035,2,355057,10753.57,8.6,30542,925.02
34037,1,89731,6305.85,12.44,11166,784.69
34039,2,1241115,22440.63,6.29,78093,1412.0
34041,2,89521,8422.1,10.52,9415,885.76
35001,3,113514,1675.01,4.45,5056,74.61
35003,0,155,437.98,45.81,71,200.62
35005,3,3865,590.45,3.44,133,20.32
35006,4,10509,3895.4,4.69,493,182.74
35007,0,489,395.86,2.25,11,8.9
35009,3,4939,983.88,0.0,0,0.0
35011,3,0,0.0,0.0,0,0.0
35013,3,36374,1689.16,0.79,289,13.42
35015,3,2549,443.79,4.0,102,17.76
35017,0,1324,471.83,0.0,0,0.0
35019,3,1318,3007.76,0.0,0,0.0
35021,0,73,1590.41,0.0,0,0.0
35023,3,803,1837.11,0.0,0,0.0
35025,3,3001,427.94,0.0,0,0.0
35027,0,357,183.25,0.0,0,0.0
35028,2,551,300.17,0.0,0,0.0
35029,3,1737,715.88,5.01,87,35.86
35031,4,167986,23059.48,4.33,7273,998.37
35033,0,0,0.0,0.0,0,0.0
35035,3,27249,4144.65,0.7,192,29.2
35037,0,366,437.12,20.77,76,90.77
35041,3,2536,1326.57,0.79,20,10.46
35043,3,45024,3198.43,4.02,1812,128.72
35045,4,119779,9397.75,6.77,8113,636.54
35047,3,927,330.67,0.0,0,0.0
35049,3,12844,862.49,1.29,166,11.15
35051,0,231,207.45,0.0,0,0.0
35053,3,4081,2400.59,7.03,287,168.82
35055,0,2390,726.71,0.5,12,3.65
35057,0,3179,2038.47,1.86,59,37.83
35059,0,302,723.35,0.0,0,0.0
35061,3,6024,793.09,1.66,100,13.17
36001,2,137466,4471.52,6.97,9584,311.75
36003,0,3984,847.21,0.18,7,1.49
36005,2,0,0.0,0.0,0,0.0
36007,1,40569,2086.86,8.05,3264,167.9
36009,1,6635,854.08,3.0,199,25.62
36011,1,6556,841.94,1.37,90,11.56
36013,1,6116,471.71,3.91,239,18.43
36015,1,10964,1278.75,3.34,366,42.69
36017,1,10397,2150.45,1.4,146,30.2
36019,1,7431,919.75,4.36,324,40.1
36021,0,28025,4600.37,9.29,2604,427.45
36023,1,3191,663.09,0.0,0,0.0
36025,0,6529,1434.88,0.09,6,1.32
36027,2,308772,10506.24,3.3,10191,346.76
36029,2,442701,4812.67,8.06,35688,387.97
36031,0,3477,921.04,0.0,0,0.0
36033,0,1845,363.96,0.0,0,0.0
36035,1,13571,2525.17,6.27,851,158.35
36037,1,15607,2685.68,2.22,346,59.54
36039,0,16960,3561.75,1.56,265,55.65
36041,0,444,970.49,0.0,0,0.0
36043,0,8623,1379.57,1.28,110,17.6
36045,2,6324,552.57,0.0,0,0.0
36047,2,0,0.0,0.0,0,0.0
36049,0,1461,546.8,0.0,0,0.0
36051,1,8611,1347.43,3.26,281,43.97
36053,1,22821,3198.05,1.31,300,42.04
36055,2,214118,2876.97,6.99,14970,201.14
36057,1,6811,1378.02,4.18,285,57.66
36059,2,3414145,25167.59,5.98,204137,1504.81
36061,2,0,0.0,0.0,0,0.0
36063,1,70232,3317.46,4.8,3373,159.33
36065,1,76163,3300.21,5.12,3900,168.99
36067,2,150890,3250.24,5.75,8672,186.8
36069,1,14492,1323.81,7.54,1093,99.84
36071,2,839985,22208.49,3.28,27523,727.68
36073,1,15143,3677.72,11.62,1760,427.44
36075,1,9188,771.43,0.15,14,1.18
36077,0,6210,1030.81,7.63,474,78.68
36079,2,97160,9807.21,4.73,4594,463.71
36081,2,0,0.0,0.0,0,0.0
36083,2,35565,2230.75,6.57,2335,146.46
36085,2,0,0.0,0.0,0,0.0
36087,2,1111173,34328.73,3.2,35601,1099.86
36089,0,16320,1489.62,1.1,180,16.43
36091,2,38633,1699.07,0.84,323,14.21
36093,2,52623,3397.6,4.52,2381,153.73
36095,0,3954,1260.68,0.0,0,0.0
36097,0,858,476.88,0.0,0,0.0
36099,1,4312,1245.81,0.51,22,6.36
36101,1,20161,2080.02,6.56,1323,136.49
36103,2,3270094,21977.9,4.32,141357,950.04
36105,0,99475,13226.12,1.98,1970,261.93
