geoid,total_cases,total_deaths
35019,1318,0
35021,73,0
35023,803,0
35025,3001,0
35027,357,0
35028,551,0
35029,1737,87
35031,167986,7273
35035,27249,192
35037,366,76
35039,3754,38
35041,2536,20
35043,45024,1812
35045,119779,8113
35047,927,0
35049,12844,166
35051,231,0
35053,4081,287
35055,2390,12
35057,3179,59
35059,302,0
35061,6024,100
36001,137466,9584
36003,3984,7
36007,40569,3264
36009,6635,199
36011,6556,90
36013,6116,239
36015,10964,366
36017,10397,146
36019,7431,324
36021,28025,2604
36023,3191,0
36025,6529,6
36027,308772,10191
36029,442701,35688
36031,3477,0
36033,1845,0
36035,13571,851
36037,15607,346
36039,16960,265
36041,444,0
36043,8623,110
36045,6324,0
36049,1461,0
36051,8611,281
36053,22821,300
36055,214118,14970
36057,6811,285
36059,3414145,204137
36063,70232,3373
36065,76163,3900
36067,150890,8672
36069,14492,1093
36071,839985,27523
36073,15143,1760
36075,9188,14
36077,6210,474
36079,97160,4594
36083,35565,2335
36087,1111173,35601
36089,16320,180
36091,38633,323
36093,52623,2381
36095,3954,0
36097,858,0
36099,4312,22
36101,20161,1323
36103,3270094,141357
36105,99475,1970
36107,9151,1089
36109,13922,168
36111,129560,2811
36113,18258,1897
36115,16611,659
36117,9237,60
36119,2850729,114583
36121,6662,257
36123,2482,345
37001,35082,1383
37003,2731,5
37005,1371,0
37007,5104,38
37009,2286,25
37011,258,0
37013,3237,0
37015,7834,256
37017,10635,122
37019,13855,358
37021,22836,1486
37023,34964,1094
37025,44566,1573
37027,12861,158
37029,535,0
37031,3620,256
37033,5414,60
37035,21645,430
37037,46989,1904
37039,1991,99
37041,1161,0
37043,553,0
37045,9613,171
37047,23730,1726
37049,14106,369
37051,49964,1543
37053,927,0
37055,1884,93
37057,35419,865
37059,7423,198
37061,55098,951
37063,143222,3268
37065,15084,567
37067,103479,1201
37069,14377,1519
37071,31761,551
37073,1423,63
37075,276,0
37077,31081,836
37079,6264,108
37081,105272,5078
37083,12775,127
37085,25096,1620
37087,3307,0
37089,27697,2948
37091,7257,288
37093,16285,79
37095,206,0
37097,25505,411
37099,3186,61
37101,45686,1687
37103,1837,198
37105,32822,271
37107,15525,494
37109,7642,8
37111,7222,74
37113,7546,89
37115,290,0
37117,4952,221
37119,387372,7147
37121,1084,0
37123,10133,302
37125,17139,665
37127,17105,279
37129,23096,314
37131,11471,816
37133,9793,180
37135,30507,2536
37137,947,0
37139,8266,670
37141,7224,64
37143,1825,125
37145,4173,67
37147,26479,210
37149,3265,204
37151,48786,1015
37153,11485,256
37155,53779,1499
37157,7422,181
37159,54841,2505
37161,14931,567
37163,35530,198
37165,5837,9
37167,9313,338
37169,4696,14
37171,15346,101
37173,1522,4
37175,1093,31
37177,396,0
37179,44038,1394
37181,21544,1584
37183,175861,2482
37185,5526,122
37187,2453,235
37189,2255,0
37191,87365,1333
37193,28857,291
37195,29165,876
37197,12041,179
37199,1289,0
38003,658,0
38005,126,0
38007,15,0
38009,164,0
38011,89,0
38013,387,0
38015,11841,0
38017,110746,3267
38019,32,0
38021,95,0
38023,99,0
38025,927,0
38027,277,0
38029,235,89
38031,114,0
38035,24113,199
38037,158,0
38039,58,0
38041,9,0
38043,51,0
38045,273,0
38049,178,97
38051,108,0
38053,1466,0
38055,592,0
38057,317,0
38059,4539,180
38061,3449,0
38063,83,0
38065,103,0
38067,425,0
38069,297,0
38071,624,48
38073,611,0
38075,158,0
38077,1668,0
38079,398,0
38081,256,0
38083,29,0
38085,453,0
38087,272,0
38089,5196,177
38091,53,0
38093,2329,14
38097,733,0
38099,1029,0
38101,3357,84
38103,331,0
38105,1796,0
39001,850,48
39003,15370,2369
39005,1838,9
39007,22160,2278
39009,1276,97
39011,5119,242
39013,27787,1020
39015,2247,96
39017,62871,1882
39019,2605,165
39021,2084,86
39023,23471,399
39025,15538,366
39027,3589,3
39029,51794,3533
39031,3160,8
39033,7668,227
39035,337154,17633
39037,12540,1593
39039,2652,130
39041,25449,805
39043,11262,870
39045,22360,523
39047,2692,0
39049,432643,17808
39051,3146,0
39053,704,103
39055,21187,2144
39057,8569,449
39059,2632,92
39061,209993,10491
39063,4224,87
39065,4609,218
39067,662,15
39069,1134,0
39071,1889,62
39073,4010,297
39075,4630,140
39077,5482,102
39079,917,0
39081,5040,134
39083,2118,94
39085,23474,932
39087,2789,2
39089,19427,710
39091,2836,5
39093,54139,4085
39095,162289,16628
39097,10015,488
39099,107495,12809
39101,196986,1693
39103,25388,1795
39105,438,0
39107,12612,369
39109,26086,2493
39111,4147,655
39113,60874,1241
39115,446,0
39117,7124,69
39119,3435,33
39121,481,0
39123,6604,863
39125,1066,0
39127,1536,61
39129,153049,2326
39131,667,0
39133,26183,4140
39135,3071,88
39137,6598,937
39139,14946,234
39141,5307,120
39143,5721,747
39145,1379,0
39147,1787,147
39149,3558,168
39151,54504,6475
39153,101092,10745
39155,44019,3549
39157,23018,314
39159,3743,38
39161,726,0
39163,1192,79
39165,30027,1307
39167,9148,1313
39169,19263,3445
39171,3792,86
39173,21216,3098
39175,3130,221
40001,6923,290
40003,83,0
40005,455,0
40007,1655,0
40009,551,0
40011,491,0
40013,2784,75
40015,10553,704
40017,12172,262
40019,2842,69
40021,3367,89
40023,3942,38
40025,75,0
40027,46006,2987
40029,216,0
40031,19734,238
40033,467,131
40035,1222,0
40037,8555,559
40039,2125,0
40041,8702,1143
40043,238,0
40045,14,0
40047,2661,97
40049,2218,67
40051,6618,221
40053,178,0
40055,5638,571
40057,5,0
40059,78,0
40061,454,0
40063,180,0
40065,1998,134
40067,290,0
40069,382,0
40071,5454,571
40073,1057,0
40075,482,12
40077,527,92
40079,1349,58
40081,1748,125
40083,1872,67
40085,1071,0
40087,7843,199
40089,9032,86
40091,1314,47
40093,447,82
40095,839,0
40097,3290,337
40099,480,0
40101,4668,555
40103,1146,2
40105,2034,26
40107,378,0
40109,116016,4325
40111,2375,0
40113,8762,708
40115,3260,126
40117,3254,191
40119,9015,71
40121,3277,213
40123,1513,147
40125,5343,338
40127,320,0
40131,7346,365
40133,1952,181
40135,1554,258
40137,2989,94
40139,52353,338
40141,1411,54
40143,108842,4014
40145,13554,1340
40147,25604,2401
40149,118,0
40151,295,0
40153,428,0
41001,75,0
41003,4662,422
41005,31488,1056
41007,2789,0
41009,1598,0
41011,2206,0
41013,385,0
41015,475,0
41017,10098,0
41019,2471,0
41021,1,0
41023,107,0
41025,68,0
41027,2979,0
41029,6126,0
41031,3394,0
41033,2248,85
41035,4681,3
41037,262,0
41039,6881,217
41041,7590,25
41043,9857,710
41045,2814,28
41047,76779,2220
41049,1555,15
41051,100940,4668
41053,7845,667
41055,93,0
41057,582,0
41059,13034,190
41061,6150,9
41063,260,0
41065,2444,70
41067,66468,1356
41071,6104,645
42001,18218,558
42003,156403,11440
42005,5010,323
42007,44017,5671
42009,3384,145
42011,299694,19748
42013,3568,48
42015,3582,285
42017,368527,33005
42019,19831,834
42021,4169,187
42023,169,0
42025,18805,1613
42027,12181,383
42029,203484,18139
42031,2279,126
42033,3218,0
42035,3983,127
42037,27614,2063
42039,2487,0
42041,46180,3346
42043,96703,5518
42045,468067,38656
42047,520,11
42049,22811,416
42051,7988,337
42053,616,0
42055,50502,2111
42057,959,49
42059,2607,15
42061,13967,147
42063,7062,388
42065,917,23
42067,7900,235
42069,110790,11721
42071,238593,21416
42073,6800,646
42075,77924,2103
42077,297468,14937
42079,218385,10528
42081,11030,896
42083,867,59
42085,8172,301
42087,4200,48
42089,111074,6931
42091,527298,47463
42093,4907,9
42095,231152,14618
42097,14473,180
42099,4376,215
42101,1680717,90962
42103,37940,1490
42105,666,0
42107,45935,2098
42109,3731,110
42111,3082,53
42113,202,0
42115,9653,1122
42117,1569,160
42119,4884,90
42121,967,0
42123,274,32
42125,12353,358
42127,9962,544
42129,39191,2804
42131,2509,397
42133,80539,1964
44001,15652,517
44003,74138,4089
44005,18317,270
44007,772826,33348
44009,35841,3057
45001,4198,0
45003,15832,598
45005,2502,192
45007,24058,729
45009,2881,8
45011,3454,51
45013,42201,1109
45015,30048,1213
45017,2250,100
45019,94701,1070
45021,4516,219
45023,6636,36
45025,14274,358
45027,23816,2564
45029,9776,829
45031,20913,600
45033,11835,225
45035,19320,225
45037,3940,145
45039,12567,910
45041,50416,2585
45043,11133,243
45045,161314,4212
45047,14224,183
45049,3149,47
45051,74400,2174
45053,3997,142
45055,32118,1091
45057,16023,485
45059,10095,259
45061,14059,1117
45063,69236,2462
45065,751,94
45067,6566,338
45069,11748,120
45071,6426,141
45073,6276,15
45075,20834,324
45077,19584,207
45079,140872,4725
45081,9782,37
45083,56294,1855
45085,39254,1329
45087,3538,0
45089,16705,759
45091,40079,602
46003,1389,0
46005,18313,318
46007,63,0
46009,607,0
46011,2103,0
46013,16666,63
46015,404,0
46017,1875,17
46021,2,0
46023,1891,0
46025,457,0
46027,2550,0
46029,2730,0
46031,496,0
46033,144,0
46035,1537,119
46037,797,0
46039,118,0
46041,104,0
46043,188,0
46045,163,0
46047,374,0
46049,612,10
46051,641,0
46053,54,0
46057,452,0
46059,238,0
46061,136,0
46065,1761,0
46067,483,0
46069,136,0
46071,197,16
46073,1841,72
46077,165,0
46079,781,26
46081,1070,0
46083,18326,18
46085,1658,3
46087,534,87
46089,142,0
46091,254,0
46093,1476,30
46095,61,0
46097,215,0
46099,238610,2995
46101,1186,0
46102,2215,0
46103,16676,330
46109,2132,0
46111,672,0
46115,446,0
46117,677,0
46119,84,0
46121,2051,39
46123,418,0
46125,1684,0
46127,5886,24
46129,490,0
46135,4021,0
46137,90,0
47001,4024,119
47003,23393,291
47005,664,73
47007,44368,54
47009,8129,267
47011,15124,126
47013,1761,81
47015,1720,0
47017,2290,76
47019,1775,81
47021,9066,6
47023,1130,0
47025,976,0
47027,678,0
47029,2044,0
47031,5509,0
47033,1220,121
47035,9214,120
47037,443327,4991
47039,687,0
47041,2721,0
47043,9141,0
47045,6481,5
47047,10670,133
47049,828,0
47051,4213,130
47053,5160,74
47055,1458,6
47057,1086,0
47059,4471,178
47061,3055,82
47063,5192,204
47065,84401,1568
47067,81,0
47069,12893,26
47071,2240,162
47073,3008,178
47075,2852,129
47077,1219,0
47079,2093,0
47081,4116,0
47083,649,0
47085,1166,71
47087,1243,0
47089,3332,2
47091,1327,0
47093,38401,434
47095,32489,0
47097,4304,60
47099,3688,69
47101,308,0
47103,2372,0
47105,10328,24
47107,10246,802
47109,1855,0
47111,11570,257
47113,13893,129
47115,3516,145
47117,2850,86
47119,9726,85
47121,1751,0
47123,4974,192
47125,21966,294
47127,325,0
47129,1240,19
47131,3184,110
47133,2109,4
47135,1514,0
47137,199,0
47139,1585,0
47141,33064,430
47143,10608,0
47145,1645,0
47147,34492,304
47149,101053,1788
47151,1096,0
47153,1146,0
47155,14975,158
47157,422401,8763
47159,2993,81
47161,945,0
47163,5490,148
47165,77356,3664
47167,30272,185
47169,92321,278
47171,1846,0
47173,482,0
47175,293,0
47177,1953,0
47179,6793,0
47181,3498,0
47183,2340,11
47185,2454,57
47187,52260,878
47189,35381,699
48001,22588,38
48003,2612,1
48005,16995,240
48007,514,0
48009,146,0
48011,185,0
48013,3378,120
48015,2441,0
48017,2231,12
48019,660,0
48021,16797,254
48023,35,0
48025,1413,0
48027,38379,472
48029,318052,6015
48031,938,36
48035,521,0
48037,18884,977
48039,84795,976
48041,54802,1782
48043,1445,5
48045,82,0
48047,121,0
48049,4111,584
48051,2559,0
48053,3907,62
48055,7999,25
48057,3557,220
48059,678,81
48061,75412,2596
48063,4564,24
48065,353,0
48067,2130,119
48069,3028,92
48071,8123,25
48073,3978,129
48075,247,0
48077,360,0
48079,73,0
48081,143,12
48083,164,0
48085,118831,2539
48087,277,0
48089,2446,0
48091,15461,583
48093,719,66
48095,158,0
48097,1401,0
48099,18744,147
48101,254,57
48103,1650,210
48105,171,0
48107,437,81
48109,39,0
48111,2394,24
48113,832839,17281
48115,2987,87
48117,11498,676
48119,174,0
48121,120504,2458
48123,2140,75
48125,113,0
48127,199,0
48129,2261,0
48131,602,0
48133,502,0
48135,22362,423
48137,20,0
48139,28509,1044
48141,216711,5351
48143,2476,93
48145,892,0
48147,3279,198
48149,3242,125
48151,135,43
48153,868,4
48157,163860,3285
48159,1262,0
48161,897,0
48163,4748,0
48165,649,0
48167,98439,2676
48169,391,0
48171,791,0
48173,141,0
48175,639,0
48177,9028,195
48179,6890,134
48181,21843,156
48183,17288,470
48185,13150,102
48187,16614,21
48189,6962,367
48191,88,24
48193,794,43
48195,1291,123
48197,136,0
48199,11752,360
48201,1135649,18193
48203,16568,1521
48205,868,121
48207,163,0
48209,60356,279
48211,179,0
48213,4952,117
48215,83830,1128
48217,2451,80
48219,2330,93
48221,2585,281
48223,2013,8
48225,6517,0
48227,1033,85
48229,386,0
48231,11061,314
48233,2674,0
48235,41,0
48237,385,0
48239,1541,52
48241,2417,141
48243,24,0
48245,61515,2114
48247,390,0
48249,1998,0
48251,16170,278
48253,25398,0
48255,687,0
48257,19171,158
48259,2620,0
48261,2,0
48265,1846,30
48267,84,0
48271,52,0
48273,1641,83
48275,99,0
48277,10537,574
48279,1266,0
48281,768,0
48283,357,0
48285,2544,71
48287,1748,84
48289,938,0
48291,9099,163
48293,2168,92
48295,326,0
48297,801,0
48299,394,0
48303,75224,3951
48305,976,75
48307,372,0
48309,20438,394
48313,963,0
48315,1296,39
48317,385,61
48319,2075,0
48321,7622,416
48323,9884,83
48325,9249,167
48327,55,0
48329,17098,886
48331,2853,72
48333,47,0
48335,158,0
48337,805,75
48339,87284,1895
48341,48575,816
48343,1630,0
48345,83,0
48347,20741,1352
48349,6217,247
48351,443,0
48353,565,0
48355,42297,290
48357,2980,127
48359,328,102
48361,9050,150
48363,988,145
48365,12751,1280
48367,7496,45
48369,5692,79
48371,4638,0
48373,4591,0
48375,151837,1964
48377,298,0
48379,338,0
48381,45232,419
48383,109,0
48385,34,0
48387,4092,358
48389,653,0
48391,318,0
48393,175,0
48395,1143,0
48397,13179,715
48399,214,0
48401,7852,135
48403,757,32
48405,3625,238
48407,1409,0
48409,3503,0
48411,96,0
48413,265,0
48415,1196,0
48417,68,0
48419,14787,440
48421,1793,0
48423,21701,344
48425,109,0
48427,9448,36
48429,268,0
48435,64,0
48437,1366,29
48439,457205,11535
48441,28069,401
48443,18,0
48445,1144,0
48447,3,0
48449,29050,176
48451,8627,86
48453,308695,6597
48455,1332,0
48457,1022,0
48459,2220,0
48461,41,0
48463,1805,10
48465,2777,0
48467,2925,130
48469,18300,478
48471,81178,1436
48473,5499,0
48475,275,0
48477,15032,1701
48479,52821,1570
48481,6385,31
48483,987,0
48485,10714,159
48487,410,0
48489,3557,149
48491,63002,1749
48493,3871,331
48495,436,0
48497,3737,257
48499,2865,167
48501,523,0
48503,768,81
48505,1301,0
48507,737,0
49001,101,0
49003,4329,76
49005,39077,45
49007,796,0
49011,45771,256
49013,724,0
49015,540,0
49017,387,0
49019,618,0
49021,8300,0
49023,832,0
49025,330,0
49027,883,0
49029,1056,0
49031,108,0
49033,67,0
49035,446004,5298
49037,19001,356
49039,1341,0
49041,1306,0
49043,38215,2
49045,10424,0
49047,1120,0
49049,161244,1133
49051,22203,136
49053,33147,0
49057,30469,463
50001,5881,162
50003,5252,88
50005,1321,0
50007,43964,3110
50009,211,0
50011,8676,429
50013,500,0
50015,2560,88
50017,752,0
50019,1007,0
50021,4843,80
50023,3456,80
50025,7002,234
50027,4444,196
51001,55235,762
51003,16519,466
51005,1393,88
51007,2213,75
51009,1954,4
51011,2185,0
51013,143830,7061
51015,8286,106
51019,4953,115
51021,30,0
51023,3716,269
51025,3164,51
51027,1469,0
51029,28930,165
51031,1680,52
51033,5408,176
51035,7496,183
51036,2101,125
51037,1604,0
51041,118217,2547
51043,2099,0
51045,386,0
51047,40577,467
51049,2504,0
51051,44,0
51053,5379,4
51057,2820,0
51059,720759,24786
51061,21267,364
51063,534,31
51065,7342,445
51067,3153,55
51069,23637,232
51071,514,0
51073,2799,75
51075,7868,403
51077,2902,51
51079,2475,75
51081,12516,501
51083,2397,32
51085,21603,1480
51087,132592,9845
51089,8807,176
51091,183,0
51093,10670,342
51095,18351,1193
51097,1015,38
51099,4987,298
51101,1772,13
51103,629,0
51105,809,0
51107,176708,4064
51109,6256,44
51111,1092,0
51113,2480,62
51115,417,0
51117,14421,1369
51119,907,0
51121,6698,95
51125,1131,0
51127,2959,79
51131,14895,1213
51133,1649,59
51135,3343,24
51137,6890,74
51139,14255,1256
51141,1444,11
51143,3608,75
51145,2929,32
51147,8925,194
51149,8865,8
51153,358617,6589
51155,1632,39
51157,939,0
51159,17989,271
51161,8827,270
51163,1247,0
51165,36524,378
51167,570,0
51169,589,133
51171,27994,1233
51173,1603,11
51175,10419,147
51177,40111,787
51179,48414,301
51181,716,75
51183,9087,122
51185,685,0
51187,11997,186
51191,4136,272
51193,4657,47
51195,2007,138
51197,2131,75
51199,6285,198
51510,128142,2949
51520,266,0
51530,864,0
51540,9192,216
51550,40558,999
51570,7013,863
51580,191,0
51590,4412,119
51595,5645,380
51600,4055,333
51610,3509,421
51620,2767,104
51630,10561,2
51640,8942,293
51650,16029,267
51660,54785,1507
51670,6939,65
51678,555,0
51680,6906,75
51683,65504,652
51685,19503,305
51700,22426,738
51710,38602,469
51720,176,0
51730,9289,195
51735,831,0
51740,22919,837
51750,483,0
51760,93138,1744
51770,14342,484
51775,2786,132
51790,3078,0
51800,22375,1915
51810,57444,1645
51820,3138,0
51830,3483,303
51840,12924,116
53001,6186,0
53003,1519,144
53005,82111,5146
53007,17666,622
53009,2164,0
53011,44641,2215
53013,203,0
53015,7339,0
53017,11860,196
53019,102,0
53021,65217,1530
53025,25129,265
53027,1489,0
53029,17326,926
53031,2981,0
53033,701862,47669
53035,15614,171
53037,5493,0
53039,2772,259
53041,3315,253
53043,210,0
53045,2980,70
53047,4315,134
53049,704,54
53051,224,0
53053,182499,6042
53055,1426,0
53057,36446,1181
53059,302,0
53061,290193,11934
53063,56067,2632
53065,1057,83
53067,13854,227
53069,306,0
53071,8783,137
53073,36306,3086
53075,2047,0
53077,296945,7448
54001,731,73
54003,23583,474
54005,887,0
54007,185,0
54009,396,0
54011,5500,0
54013,119,0
54015,353,12
54019,3192,184
54021,602,0
54023,720,0
54025,1525,9
54027,1843,77
54029,1352,0
54031,2257,0
54033,3663,90
54035,10875,1249
54037,12408,158
54039,18326,1149
54041,632,56
54043,346,0
54045,1433,84
54047,521,0
54049,4395,180
54051,2221,0
54053,1248,0
54055,1372,0
54057,2904,78
54059,602,104
54061,11458,411
54063,589,0
54065,1355,0
54067,632,55
54069,4089,83
54071,688,30
54073,279,0
54075,1087,0
54077,2351,77
54079,2881,3
54081,1647,0
54083,6023,0
54085,92,0
54087,696,31
54089,95,0
54091,771,0
54093,438,0
54095,269,0
54097,661,0
54099,7955,632
54101,1,0
54103,596,0
54105,303,0
54107,4367,155
54109,264,0
55001,567,102
55003,210,0
55005,1421,5
55007,303,78
55009,157433,2063
55011,480,121
55013,86,52
55015,4810,81
55017,4139,0
55019,3077,318
55021,4049,90
55023,1657,0
55025,69225,2259
55027,18071,198
55029,2475,213
55031,1444,0
55033,1865,0
55035,8378,13
55037,193,0
55039,15228,400
55041,1459,89
55043,6815,758
55045,4213,21
55047,1221,0
55049,1237,0
55051,221,100
55053,1478,83
55055,8804,183
55057,1868,84
55059,78742,1993
55061,2542,82
55063,9659,0
55065,2238,0
55067,237,0
55069,366,0
55071,2990,70
55073,5011,85
55075,2315,162
55077,502,78
55078,240,0
55079,554507,22939
55081,2150,68
55083,2624,0
55085,917,0
55087,17762,462
55089,13362,1110
55091,52,0
55093,2955,0
55095,1675,46
55097,3224,0
55099,130,0
55101,104433,2678
55103,1117,243
55105,45103,1265
55107,522,0
55109,6099,16
55111,6376,279
55113,528,0
55115,3304,0
55117,8806,262
55119,243,0
55121,2943,0
55123,1234,0
55125,583,0
55127,27933,1051
55129,172,0
55131,18038,657
55133,55741,2228
55135,3481,209
55137,829,0
55139,23117,397
55141,1273,43
56001,1530,0
56003,536,0
56005,2874,0
56007,1171,48
56009,1926,0
56011,457,0
56013,19328,490
56015,430,0
56017,748,0
56019,1531,83
56021,15487,129
56023,1192,0
56025,6373,38
56027,172,0
56029,669,0
56031,67,0
56033,1707,0
56035,310,0
56037,2897,0
56039,9156,73
56041,3913,0
56043,1953,156
56045,45,0
