geoid,2018, total_count, total_count (/10K pop), total_tested, total_Confirmed (%), race_White_count, race_White_tested, race_White_Confirmed (%), race_Black_count, race_Black_tested, race_Black_Confirmed (%), race_Asian_count, race_Asian_tested, race_Asian_Confirmed (%), race_Hispanic_count, race_Hispanic_tested, race_Hispanic_Confirmed (%), race_NH/PI*_count, race_NH/PI*_tested, race_NH/PI*_Confirmed (%), race_AI/AN**_count, race_AI/AN**_tested, race_AI/AN**_Confirmed (%), race_unkown_count, race_unkown_tested, race_unkown_Confirmed (%), race_other_count, race_other_tested, race_other_Confirmed (%), age_Unknown_count, age_Unknown_tested, age_Unknown_Confirmed (%), age_<20_count, age_<20_tested, age_<20_Confirmed (%), age_20-29_count, age_20-29_tested, age_20-29_Confirmed (%), age_30-39_count, age_30-39_tested, age_30-39_Confirmed (%), age_40-49_count, age_40-49_tested, age_40-49_Confirmed (%), age_50-59_count, age_50-59_tested, age_50-59_Confirmed (%), age_60-69_count, age_60-69_tested, age_60-69_Confirmed (%), age_70-79_count, age_70-79_tested, age_70-79_Confirmed (%), age_80+_count, age_80+_tested, age_80+_Confirmed (%), gender_male_count, gender_male_tested, gender_male_Confirmed (%), gender_female_count, gender_female_tested, gender_female_Confirmed (%), gender_unkown_count, gender_unkown_tested, gender_unkown_Confirmed (%)
60636,0,824,255.88,5376,15.33,10,80,12.5,496,2716,18.26,0,0,0.0,164,369,44.44,0,0,0.0,0,0,0.0,136,2118,6.42,16,87,18.39,0,0,0.0,58,474,12.24,135,809,16.69,137,855,16.02,140,775,18.06,131,985,13.3,93,773,12.03,77,453,17.0,53,248,21.37,375,2390,15.69,440,2907,15.14,9,79,11.39
60637,0,695,146.46,8622,8.06,30,831,3.61,522,4747,11.0,0,103,0.0,12,90,13.33,0,0,0.0,0,10,0.0,117,2756,4.25,9,80,11.25,0,0,0.0,38,620,6.13,133,1274,10.44,143,1431,9.99,105,1146,9.16,111,1472,7.54,79,1353,5.84,52,742,7.01,34,580,5.86,297,3689,8.05,393,4814,8.16,0,119,0.0
60638,3,1225,208.34,8707,14.07,285,2382,11.96,62,253,24.51,0,20,0.0,498,1651,30.16,0,0,0.0,0,7,0.0,302,3848,7.85,74,542,13.65,0,7,0.0,94,616,15.26,214,1328,16.11,214,1612,13.28,255,1602,15.92,198,1347,14.7,124,1125,11.02,65,566,11.48,61,504,12.1,588,4247,13.85,626,4358,14.36,11,102,10.78
60639,3,3638,401.91,18210,19.98,174,1099,15.83,232,1177,19.71,14,88,15.91,2341,7671,30.52,0,20,0.0,0,14,0.0,755,7446,10.14,121,695,17.41,0,16,0.0,300,1620,18.52,705,3562,19.79,717,3442,20.83,738,3317,22.25,603,2921,20.64,359,2073,17.32,157,932,16.85,59,327,18.04,1792,8530,21.01,1819,9421,19.31,27,259,10.42
60640,3,927,132.97,12744,7.27,267,3606,7.4,190,883,21.52,61,377,16.18,145,561,25.85,0,18,0.0,0,8,0.0,217,6876,3.16,43,415,10.36,0,18,0.0,27,387,6.98,99,1785,5.55,135,2540,5.31,150,1698,8.83,151,2049,7.37,161,1844,8.73,95,1135,8.37,109,1288,8.46,468,5595,8.36,403,5939,6.79,56,1210,4.63
60641,3,1661,233.87,13017,12.76,182,2299,7.92,37,242,15.29,39,213,18.31,950,3698,25.69,0,50,0.0,0,12,0.0,370,5873,6.3,79,630,12.54,0,15,0.0,135,959,14.08,304,2159,14.08,292,2450,11.92,335,2259,14.83,292,2174,13.43,202,1687,11.97,66,777,8.49,35,537,6.52,812,5852,13.88,823,6977,11.8,26,188,13.83
60642,3,228,112.87,3204,7.12,44,839,5.24,27,299,9.03,6,76,7.89,93,400,23.25,0,0,0.0,0,0,0.0,48,1404,3.42,9,181,4.97,0,0,0.0,11,117,9.4,58,800,7.25,59,1058,5.58,22,418,5.26,19,321,5.92,22,265,8.3,15,143,10.49,21,79,26.58,105,1348,7.79,107,1769,6.05,16,87,18.39
60643,0,811,162.62,9294,8.73,58,668,8.68,412,2815,14.64,0,6,0.0,18,58,31.03,0,0,0.0,0,0,0.0,277,5650,4.9,42,92,45.65,0,12,0.0,25,442,5.66,91,917,9.92,106,1139,9.31,116,1420,8.17,162,1741,9.3,145,1809,8.02,73,1054,6.93,93,760,12.24,353,3985,8.86,425,4960,8.57,33,349,9.46
60644,0,1351,283.16,9576,14.11,61,267,22.85,842,4335,19.42,0,25,0.0,118,466,25.32,0,0,0.0,0,7,0.0,286,4185,6.83,37,289,12.8,0,20,0.0,84,698,12.03,205,1313,15.61,212,1384,15.32,219,1480,14.8,213,1722,12.37,192,1658,11.58,123,797,15.43,102,504,20.24,614,3983,15.42,648,4795,13.51,89,798,11.15
60645,3,1146,240.09,8352,13.72,344,1915,17.96,166,672,24.7,95,361,26.32,279,669,41.7,0,29,0.0,0,15,0.0,157,4069,3.86,102,622,16.4,0,12,0.0,73,615,11.87,193,1323,14.59,191,1257,15.19,169,1149,14.71,192,1295,14.83,166,1366,12.15,72,725,9.93,90,610,14.75,546,3687,14.81,590,4443,13.28,10,222,4.5
60646,2,417,149.0,4712,8.85,155,1632,9.5,14,40,35.0,28,166,16.87,57,262,21.76,0,21,0.0,0,9,0.0,136,2283,5.96,23,299,7.69,0,7,0.0,17,281,6.05,36,510,7.06,56,735,7.62,73,763,9.57,61,856,7.13,58,620,9.35,42,474,8.86,74,466,15.88,186,2275,8.18,196,2257,8.68,35,180,19.44
60647,3,1547,176.78,14020,11.03,160,3101,5.16,67,556,12.05,14,189,7.41,941,3161,29.77,0,18,0.0,0,12,0.0,318,6508,4.89,44,475,9.26,0,10,0.0,112,814,13.76,255,3347,7.62,274,3818,7.18,252,1849,13.63,279,1594,17.5,179,1276,14.03,113,799,14.14,83,513,16.18,767,6107,12.56,760,7536,10.08,20,377,5.31
60649,0,890,193.38,9202,9.67,13,152,8.55,713,4975,14.33,0,15,0.0,13,75,17.33,0,8,0.0,0,0,0.0,134,3896,3.44,15,80,18.75,0,10,0.0,36,495,7.27,96,1000,9.6,117,1247,9.38,111,1234,9.0,141,1718,8.21,152,1674,9.08,124,1101,11.26,113,723,15.63,380,3803,9.99,496,5003,9.91,14,396,3.54
60651,0,1889,298.81,10751,17.57,39,495,7.88,586,3144,18.64,0,16,0.0,855,2392,35.74,0,6,0.0,0,8,0.0,356,4336,8.21,49,354,13.84,0,19,0.0,177,912,19.41,330,1811,18.22,378,2059,18.36,367,1918,19.13,288,1660,17.35,189,1363,13.87,131,773,16.95,29,236,12.29,865,4755,18.19,998,5761,17.32,26,235,11.06
60652,0,1060,241.42,6857,15.46,56,556,10.07,241,1422,16.95,0,15,0.0,358,859,41.68,0,0,0.0,0,0,0.0,366,3818,9.59,35,182,19.23,0,9,0.0,72,492,14.63,176,1023,17.2,179,1038,17.24,210,1158,18.13,170,1255,13.55,104,1046,9.94,54,433,12.47,95,403,23.57,478,2997,15.95,545,3554,15.33,37,306,12.09
60653,0,598,187.04,7680,7.79,14,268,5.22,414,3696,11.2,12,32,37.5,17,85,20.0,0,6,0.0,0,0,0.0,137,3509,3.9,0,84,0.0,0,19,0.0,70,422,16.59,62,757,8.19,91,1081,8.42,96,1121,8.56,93,1328,7.0,96,1430,6.71,55,911,6.04,35,611,5.73,267,3003,8.89,308,3954,7.79,23,723,3.18
60654,3,188,98.25,2555,7.36,76,918,8.28,38,176,21.59,13,74,17.57,14,48,29.17,0,0,0.0,0,0,0.0,39,1217,3.2,8,114,7.02,0,0,0.0,0,60,0.0,41,663,6.18,57,884,6.45,28,316,8.86,35,260,13.46,17,242,7.02,0,84,0.0,0,46,0.0,122,1187,10.28,64,1347,4.75,0,21,0.0
60655,2,300,104.15,4729,6.34,140,1560,8.97,32,176,18.18,7,12,58.33,14,90,15.56,0,0,0.0,0,0,0.0,104,2816,3.69,0,73,0.0,0,0,0.0,7,146,4.79,64,644,9.94,65,1014,6.41,62,1033,6.0,45,922,4.88,28,518,5.41,15,262,5.73,14,187,7.49,164,2762,5.94,135,1881,7.18,0,86,0.0
60656,3,331,120.02,4111,8.05,144,1470,9.8,9,37,24.32,17,110,15.45,41,304,13.49,0,39,0.0,0,0,0.0,85,1935,4.39,30,213,14.08,0,0,0.0,8,203,3.94,60,520,11.54,67,744,9.01,56,794,7.05,65,705,9.22,44,611,7.2,18,279,6.45,13,254,5.12,164,2108,7.78,164,1930,8.5,0,73,0.0
60657,3,430,61.38,8353,5.15,211,2981,7.08,31,180,17.22,23,186,12.37,58,218,26.61,0,9,0.0,0,16,0.0,89,4508,1.97,13,255,5.1,0,7,0.0,11,341,3.23,126,2270,5.55,86,2075,4.14,47,843,5.58,48,682,7.04,26,631,4.12,35,676,5.18,51,828,6.16,228,3658,6.23,196,4522,4.33,6,173,3.47
60659,3,838,204.05,5671,14.78,167,1060,15.75,63,286,22.03,147,481,30.56,232,556,41.73,7,48,14.58,7,19,36.84,126,2666,4.73,89,555,16.04,0,9,0.0,61,484,12.6,146,912,16.01,144,1000,14.4,140,821,17.05,135,885,15.25,112,830,13.49,45,429,10.49,55,301,18.27,408,2579,15.82,407,2976,13.68,23,116,19.83
60660,3,503,116.32,6005,8.38,134,1485,9.02,82,393,20.87,30,178,16.85,135,406,33.25,0,13,0.0,0,7,0.0,85,3206,2.65,36,317,11.36,0,0,0.0,20,184,10.87,73,1004,7.27,93,1173,7.93,62,839,7.39,113,1104,10.24,83,948,8.76,47,535,8.79,12,214,5.61,278,2752,10.1,224,3038,7.37,0,215,0.0
60661,3,58,58.43,1116,5.2,26,349,7.45,0,58,0.0,6,80,7.5,6,28,21.43,0,0,0.0,0,0,0.0,13,545,2.39,0,54,0.0,0,0,0.0,0,14,0.0,25,334,7.49,17,498,3.41,8,122,6.56,0,66,0.0,0,48,0.0,0,28,0.0,0,0,0.0,29,509,5.7,29,595,4.87,0,12,0.0
60706,3,469,201.28,4752,9.87,231,2228,10.37,13,19,68.42,39,198,19.7,78,312,25.0,0,67,0.0,0,0,0.0,84,1720,4.88,17,203,8.37,0,7,0.0,19,244,7.79,59,486,12.14,34,476,7.14,64,624,10.26,68,694,9.8,80,732,10.93,57,428,13.32,87,1061,8.2,227,1841,12.33,238,2753,8.65,0,158,0.0
60707,3,866,201.31,7348,11.79,199,2073,9.6,72,485,14.85,17,79,21.52,345,1512,22.82,0,36,0.0,0,6,0.0,183,2788,6.56,44,369,11.92,0,7,0.0,53,428,12.38,133,1034,12.86,147,1113,13.21,152,1188,12.79,170,1323,12.85,111,1204,9.22,60,691,8.68,40,360,11.11,396,3123,12.68,454,4076,11.14,16,149,10.74
60712,3,195,155.51,2340,8.33,80,918,8.71,0,44,0.0,30,176,17.05,10,130,7.69,0,14,0.0,0,9,0.0,44,780,5.64,24,269,8.92,0,0,0.0,13,114,11.4,22,272,8.09,29,274,10.58,30,242,12.4,24,280,8.57,20,286,6.99,13,267,4.87,44,604,7.28,94,915,10.27,98,1307,7.5,0,118,0.0
60714,3,945,317.72,6982,13.53,274,1541,17.78,19,81,23.46,159,453,35.1,116,340,34.12,7,58,12.07,0,8,0.0,272,4010,6.78,94,491,19.14,0,19,0.0,31,206,15.05,81,644,12.58,88,806,10.92,89,778,11.44,102,1005,10.15,144,1160,12.41,126,894,14.09,283,1470,19.25,381,2641,14.43,538,3920,13.72,26,421,6.18
60803,1,291,129.97,2697,10.79,48,637,7.54,45,321,14.02,8,26,30.77,50,120,41.67,0,0,0.0,0,0,0.0,126,1518,8.3,12,72,16.67,0,0,0.0,12,136,8.82,42,391,10.74,52,430,12.09,59,403,14.64,57,491,11.61,44,442,9.95,17,280,6.07,8,123,6.5,130,1117,11.64,160,1544,10.36,0,36,0.0
60804,3,3115,374.64,14510,21.47,350,2190,15.98,61,332,18.37,0,32,0.0,1723,5547,31.06,0,0,0.0,0,0,0.0,740,4943,14.97,233,1457,15.99,13,34,38.24,285,1398,20.39,554,2985,18.56,585,2590,22.59,658,2732,24.08,560,2220,25.23,322,1483,21.71,108,677,15.95,30,391,7.67,1550,6647,23.32,1493,7518,19.86,72,345,20.87
60805,2,254,129.16,2531,10.04,41,571,7.18,60,304,19.74,0,14,0.0,34,83,40.96,0,0,0.0,0,0,0.0,104,1521,6.84,13,36,36.11,0,0,0.0,11,130,8.46,29,330,8.79,48,418,11.48,37,327,11.31,31,398,7.79,37,483,7.66,23,254,9.06,38,190,20.0,111,1058,10.49,141,1437,9.81,0,36,0.0
60827,0,413,144.52,3772,10.95,9,58,15.52,278,1792,15.51,0,0,0.0,14,35,40.0,0,0,0.0,0,0,0.0,101,1834,5.51,10,49,20.41,0,0,0.0,20,278,7.19,86,547,15.72,72,635,11.34,78,578,13.49,75,691,10.85,51,609,8.37,18,317,5.68,13,115,11.3,162,1433,11.3,247,2251,10.97,0,88,0.0
60901,1,753,212.06,6904,10.91,230,2855,8.06,204,1534,13.3,0,7,0.0,220,448,49.11,0,0,0.0,0,0,0.0,89,1793,4.96,9,266,3.38,0,14,0.0,81,424,19.1,155,935,16.58,106,984,10.77,131,1020,12.84,111,1161,9.56,72,1157,6.22,40,629,6.36,57,580,9.83,352,3042,11.57,395,3760,10.51,6,102,5.88
60910,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60911,1,12,91.74,172,6.98,8,126,6.35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,34,0.0,0,6,0.0,0,0,0.0,0,14,0.0,0,17,0.0,0,28,0.0,0,25,0.0,0,26,0.0,0,29,0.0,0,19,0.0,0,14,0.0,0,76,0.0,7,94,7.45,0,0,0.0
60912,4,6,115.16,69,8.7,6,53,11.32,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,14,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0.0,0,7,0.0,0,7,0.0,0,20,0.0,0,17,0.0,0,0,0.0,0,6,0.0,0,34,0.0,0,35,0.0,0,0,0.0
60913,4,7,49.68,140,5.0,0,119,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,17,0.0,0,0,0.0,0,0,0.0,0,13,0.0,0,15,0.0,0,7,0.0,0,24,0.0,0,20,0.0,0,40,0.0,0,15,0.0,0,6,0.0,0,58,0.0,0,81,0.0,0,0,0.0
60914,2,248,82.75,4553,5.45,142,2545,5.58,32,285,11.23,0,27,0.0,24,82,29.27,0,0,0.0,0,0,0.0,39,1492,2.61,8,120,6.67,0,0,0.0,19,280,6.79,39,603,6.47,47,612,7.68,34,647,5.26,43,813,5.29,28,702,3.99,29,572,5.07,9,322,2.8,92,1895,4.85,155,2630,5.89,0,28,0.0
60915,1,108,106.71,1889,5.72,50,1034,4.84,18,95,18.95,0,6,0.0,21,71,29.58,0,0,0.0,0,0,0.0,19,638,2.98,0,43,0.0,0,0,0.0,11,136,8.09,20,269,7.43,18,299,6.02,34,309,11.0,14,308,4.55,7,224,3.12,0,191,0.0,0,152,0.0,44,743,5.92,63,1131,5.57,0,15,0.0
60917,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60918,4,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60919,4,7,145.53,50,14.0,7,43,16.28,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,9,0.0,0,6,0.0,0,0,0.0,0,8,0.0,0,7,0.0,0,10,0.0,0,6,0.0,0,24,0.0,0,25,0.0,0,0,0.0
60920,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60921,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60922,1,20,83.72,346,5.78,14,254,5.51,0,9,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,79,0.0,0,0,0.0,0,0,0.0,0,25,0.0,0,47,0.0,0,44,0.0,0,63,0.0,0,55,0.0,8,57,14.04,0,35,0.0,0,20,0.0,13,152,8.55,0,191,0.0,0,0,0.0
60924,4,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60926,4,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60927,4,55,261.16,635,8.66,51,253,20.16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,370,0.0,0,11,0.0,0,0,0.0,0,23,0.0,0,41,0.0,0,45,0.0,0,47,0.0,6,71,8.45,0,76,0.0,0,74,0.0,31,258,12.02,10,178,5.62,44,455,9.67,0,0,0.0
60928,1,7,90.32,73,9.59,7,54,12.96,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,18,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,14,0.0,0,10,0.0,0,17,0.0,0,11,0.0,0,8,0.0,0,7,0.0,0,36,0.0,0,37,0.0,0,0,0.0
60929,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60930,1,7,75.68,226,3.1,0,65,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,161,0.0,0,0,0.0,0,0,0.0,0,27,0.0,0,38,0.0,0,42,0.0,0,30,0.0,0,32,0.0,0,24,0.0,0,21,0.0,0,12,0.0,0,40,0.0,0,186,0.0,0,0,0.0
60931,1,6,111.73,60,10.0,6,42,14.29,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,13,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,9,0.0,0,13,0.0,0,13,0.0,0,10,0.0,0,0,0.0,0,0,0.0,0,22,0.0,0,38,0.0,0,0,0.0
60932,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60933,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60934,4,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60935,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60936,1,11,26.81,566,1.94,10,290,3.45,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,265,0.0,0,0,0.0,0,0,0.0,0,44,0.0,0,56,0.0,0,85,0.0,0,86,0.0,0,73,0.0,0,104,0.0,0,63,0.0,0,55,0.0,0,234,0.0,7,319,2.19,0,13,0.0
60938,1,10,51.05,403,2.48,0,166,0.0,0,0,0.0,0,0,0.0,0,13,0.0,0,0,0.0,0,0,0.0,0,221,0.0,0,0,0.0,0,0,0.0,0,11,0.0,0,38,0.0,0,32,0.0,0,33,0.0,0,56,0.0,0,84,0.0,0,78,0.0,0,71,0.0,6,177,3.39,0,225,0.0,0,0,0.0
60940,4,23,67.0,398,5.78,18,284,6.34,0,0,0.0,0,0,0.0,0,6,0.0,0,0,0.0,0,0,0.0,0,95,0.0,0,8,0.0,0,0,0.0,0,31,0.0,0,57,0.0,0,35,0.0,8,71,11.27,0,70,0.0,0,73,0.0,0,38,0.0,0,23,0.0,14,147,9.52,9,248,3.63,0,0,0.0
60941,1,7,32.11,202,3.47,7,163,4.29,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,35,0.0,0,0,0.0,0,0,0.0,0,11,0.0,0,20,0.0,0,12,0.0,0,36,0.0,0,38,0.0,0,28,0.0,0,45,0.0,0,12,0.0,0,87,0.0,6,113,5.31,0,0,0.0
60942,1,10,17.03,750,1.33,0,582,0.0,0,9,0.0,0,0,0.0,6,51,11.76,0,0,0.0,0,0,0.0,0,87,0.0,0,19,0.0,0,0,0.0,0,66,0.0,0,95,0.0,0,97,0.0,0,75,0.0,0,128,0.0,0,123,0.0,0,89,0.0,0,77,0.0,6,306,1.96,0,411,0.0,0,33,0.0
60945,4,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60946,4,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60948,4,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60949,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60950,2,121,102.52,2580,4.69,84,2003,4.19,9,85,10.59,0,0,0.0,0,44,0.0,0,0,0.0,0,0,0.0,23,404,5.69,0,40,0.0,0,0,0.0,8,160,5.0,16,181,8.84,7,162,4.32,17,223,7.62,15,331,4.53,11,390,2.82,16,471,3.4,31,662,4.68,68,1592,4.27,53,959,5.53,0,29,0.0
60951,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60952,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
60953,1,6,24.5,235,2.55,6,182,3.3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,46,0.0,0,6,0.0,0,0,0.0,0,29,0.0,0,22,0.0,0,19,0.0,0,27,0.0,0,41,0.0,0,51,0.0,0,28,0.0,0,18,0.0,0,77,0.0,6,154,3.9,0,0,0.0
60954,1,51,87.24,1300,3.92,26,766,3.39,6,79,7.59,0,0,0.0,12,99,12.12,0,0,0.0,0,0,0.0,7,327,2.14,0,27,0.0,0,0,0.0,0,54,0.0,14,169,8.28,8,161,4.97,6,157,3.82,6,271,2.21,9,254,3.54,0,159,0.0,0,75,0.0,25,586,4.27,26,663,3.92,0,51,0.0
60955,1,16,99.13,198,8.08,0,105,0.0,0,0,0.0,0,0,0.0,12,31,38.71,0,0,0.0,0,0,0.0,0,48,0.0,0,11,0.0,0,0,0.0,0,35,0.0,0,27,0.0,0,28,0.0,0,28,0.0,0,27,0.0,0,20,0.0,0,19,0.0,0,14,0.0,6,95,6.32,9,102,8.82,0,0,0.0
60957,1,14,26.48,583,2.4,11,469,2.35,0,7,0.0,0,0,0.0,0,15,0.0,0,0,0.0,0,0,0.0,0,82,0.0,0,9,0.0,0,0,0.0,0,51,0.0,0,93,0.0,0,72,0.0,0,95,0.0,0,85,0.0,0,78,0.0,0,63,0.0,0,44,0.0,0,235,0.0,9,337,2.67,0,11,0.0
60958,0,26,145.74,317,8.2,0,29,0.0,19,197,9.64,0,0,0.0,0,17,0.0,0,0,0.0,0,0,0.0,0,67,0.0,0,6,0.0,0,0,0.0,0,17,0.0,6,37,16.22,0,51,0.0,0,39,0.0,0,71,0.0,0,64,0.0,0,16,0.0,0,22,0.0,13,131,9.92,13,184,7.07,0,0,0.0
60959,1,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
